Cost,Prob,Real_Goal,Results,Time
0.1311691850423813/0.46801671385765076/0.4008140563964844/,0.1311691850423813/0.46801671385765076/0.4008140563964844/,0.0,1/,0.0009241104125976562
0.48543769121170044/0.09310641884803772/0.42145588994026184/,0.48543769121170044/0.09310641884803772/0.42145588994026184/,0.0,0/,0.0007021427154541016
0.5466876029968262/0.05312228575348854/0.4001901149749756/,0.5466876029968262/0.05312228575348854/0.4001901149749756/,0.0,0/,0.0010080337524414062
0.45380690693855286/0.06479162722826004/0.4814014434814453/,0.45380690693855286/0.06479162722826004/0.4814014434814453/,0.0,2/,0.0015940666198730469
0.7486669421195984/0.19314983487129211/0.058183226734399796/,0.7486669421195984/0.19314983487129211/0.058183226734399796/,0.0,0/,0.0010709762573242188
0.4148711860179901/0.48176324367523193/0.10336560755968094/,0.4148711860179901/0.48176324367523193/0.10336560755968094/,1.0,1/,0.003316164016723633
0.2081485390663147/0.6365244388580322/0.15532703697681427/,0.2081485390663147/0.6365244388580322/0.15532703697681427/,1.0,1/,0.008321046829223633
0.35919877886772156/0.5232736468315125/0.11752757430076599/,0.35919877886772156/0.5232736468315125/0.11752757430076599/,1.0,1/,0.017403125762939453
0.18996158242225647/0.6512578129768372/0.15878067910671234/,0.18996158242225647/0.6512578129768372/0.15878067910671234/,1.0,1/,0.02565288543701172
0.0740823894739151/0.5219714641571045/0.40394604206085205/,0.0740823894739151/0.5219714641571045/0.40394604206085205/,1.0,1/,0.05322599411010742
0.23338939249515533/0.41437822580337524/0.352232426404953/,0.23338939249515533/0.41437822580337524/0.352232426404953/,2.0,1/,0.0018160343170166016
0.6447886824607849/0.08613485097885132/0.26907646656036377/,0.6447886824607849/0.08613485097885132/0.26907646656036377/,2.0,0/,0.0029408931732177734
0.5783167481422424/0.07217143476009369/0.3495118319988251/,0.5783167481422424/0.07217143476009369/0.3495118319988251/,2.0,0/,0.0011031627655029297
0.06558041274547577/0.33302658796310425/0.6013929843902588/,0.06558041274547577/0.33302658796310425/0.6013929843902588/,2.0,2/,0.0010120868682861328
0.0727381482720375/0.37548184394836426/0.5517799258232117/,0.0727381482720375/0.37548184394836426/0.5517799258232117/,2.0,2/,0.0010080337524414062
0.06788835674524307/0.44964057207107544/0.48247113823890686/,0.06788835674524307/0.44964057207107544/0.48247113823890686/,0.0,2/,0.0007340908050537109
0.029782036319375038/0.482730507850647/0.48748746514320374/,0.029782036319375038/0.482730507850647/0.48748746514320374/,0.0,2/,0.0006091594696044922
0.12250807136297226/0.1903560310602188/0.6871358752250671/,0.12250807136297226/0.1903560310602188/0.6871358752250671/,0.0,2/,0.0006070137023925781
0.774177610874176/0.05913062021136284/0.16669173538684845/,0.774177610874176/0.05913062021136284/0.16669173538684845/,0.0,0/,0.0009279251098632812
0.8644679188728333/0.08292829245328903/0.05260387063026428/,0.8644679188728333/0.08292829245328903/0.05260387063026428/,0.0,0/,0.0017709732055664062
0.06999129801988602/0.38416773080825806/0.5458409786224365/,0.06999129801988602/0.38416773080825806/0.5458409786224365/,1.0,2/,0.0005228519439697266
0.25795096158981323/0.417431116104126/0.3246179521083832/,0.25795096158981323/0.417431116104126/0.3246179521083832/,1.0,1/,0.0006890296936035156
0.3147434890270233/0.1768137812614441/0.508442759513855/,0.3147434890270233/0.1768137812614441/0.508442759513855/,1.0,2/,0.0008368492126464844
0.01653515361249447/0.19329306483268738/0.79017174243927/,0.01653515361249447/0.19329306483268738/0.79017174243927/,1.0,2/,0.000990152359008789
0.04710053652524948/0.7721648216247559/0.1807345598936081/,0.04710053652524948/0.7721648216247559/0.1807345598936081/,1.0,1/,0.0011072158813476562
0.19698943197727203/0.15331017971038818/0.649700403213501/,0.19698943197727203/0.15331017971038818/0.649700403213501/,2.0,2/,0.0005311965942382812
0.4406488239765167/0.05389805883169174/0.5054531693458557/,0.4406488239765167/0.05389805883169174/0.5054531693458557/,2.0,2/,0.0006000995635986328
0.0801495686173439/0.13412615656852722/0.7857242822647095/,0.0801495686173439/0.13412615656852722/0.7857242822647095/,2.0,2/,0.0006060600280761719
0.012576280161738396/0.156744584441185/0.8306791186332703/,0.012576280161738396/0.156744584441185/0.8306791186332703/,2.0,2/,0.0008251667022705078
0.016834909096360207/0.547817587852478/0.4353474974632263/,0.016834909096360207/0.547817587852478/0.4353474974632263/,2.0,1/,0.0008330345153808594
0.04778191074728966/0.3175375461578369/0.6346805095672607/,0.04778191074728966/0.3175375461578369/0.6346805095672607/,0.0,2/,0.00033402442932128906
0.11277837306261063/0.3223983943462372/0.5648232698440552/,0.11277837306261063/0.3223983943462372/0.5648232698440552/,0.0,2/,0.0005371570587158203
0.3221307098865509/0.17008468508720398/0.5077846050262451/,0.3221307098865509/0.17008468508720398/0.5077846050262451/,0.0,2/,0.0005748271942138672
0.06069456785917282/0.2225227802991867/0.7167826890945435/,0.06069456785917282/0.2225227802991867/0.7167826890945435/,0.0,2/,0.0006799697875976562
0.6542081832885742/0.2932532727718353/0.05253859609365463/,0.6542081832885742/0.2932532727718353/0.05253859609365463/,0.0,0/,0.0008511543273925781
0.22263871133327484/0.32857292890548706/0.4487883448600769/,0.22263871133327484/0.32857292890548706/0.4487883448600769/,1.0,2/,0.0003609657287597656
0.3754640817642212/0.21822883188724518/0.4063071310520172/,0.3754640817642212/0.21822883188724518/0.4063071310520172/,1.0,2/,0.0005900859832763672
0.14914831519126892/0.25121626257896423/0.5996354818344116/,0.14914831519126892/0.25121626257896423/0.5996354818344116/,1.0,2/,0.0009081363677978516
0.11038998514413834/0.2961244285106659/0.5934855341911316/,0.11038998514413834/0.2961244285106659/0.5934855341911316/,1.0,2/,0.0006678104400634766
0.16667212545871735/0.7557085156440735/0.07761939615011215/,0.16667212545871735/0.7557085156440735/0.07761939615011215/,1.0,1/,0.0008530616760253906
0.060691699385643005/0.25779077410697937/0.681517481803894/,0.060691699385643005/0.25779077410697937/0.681517481803894/,2.0,2/,0.0003821849822998047
0.034923482686281204/0.2456309050321579/0.7194456458091736/,0.034923482686281204/0.2456309050321579/0.7194456458091736/,2.0,2/,0.00051116943359375
0.14346110820770264/0.21362832188606262/0.6429106593132019/,0.14346110820770264/0.21362832188606262/0.6429106593132019/,2.0,2/,0.0004918575286865234
0.031414877623319626/0.2312891036272049/0.7372959852218628/,0.031414877623319626/0.2312891036272049/0.7372959852218628/,2.0,2/,0.0005347728729248047
0.03532494232058525/0.35623785853385925/0.608437180519104/,0.03532494232058525/0.35623785853385925/0.608437180519104/,2.0,2/,0.0007250308990478516
0.11311592161655426/0.5204702019691467/0.366413950920105/,0.11311592161655426/0.5204702019691467/0.366413950920105/,0.0,1/,0.00034499168395996094
0.7086558938026428/0.161661759018898/0.12968233227729797/,0.7086558938026428/0.161661759018898/0.12968233227729797/,0.0,0/,0.000469207763671875
0.8615202307701111/0.09962554275989532/0.038854263722896576/,0.8615202307701111/0.09962554275989532/0.038854263722896576/,0.0,0/,0.0005080699920654297
0.8914560079574585/0.07292553782463074/0.03561847284436226/,0.8914560079574585/0.07292553782463074/0.03561847284436226/,0.0,0/,0.0006308555603027344
0.8303437829017639/0.14849761128425598/0.021158535033464432/,0.8303437829017639/0.14849761128425598/0.021158535033464432/,0.0,0/,0.001318216323852539
0.13930189609527588/0.32819607853889465/0.5325020551681519/,0.13930189609527588/0.32819607853889465/0.5325020551681519/,1.0,2/,0.0006330013275146484
0.12335363775491714/0.3069313168525696/0.5697150826454163/,0.12335363775491714/0.3069313168525696/0.5697150826454163/,1.0,2/,0.0007221698760986328
0.4834161400794983/0.21208196878433228/0.30450186133384705/,0.4834161400794983/0.21208196878433228/0.30450186133384705/,1.0,0/,0.0007688999176025391
0.25817784667015076/0.27733612060546875/0.4644860029220581/,0.25817784667015076/0.27733612060546875/0.4644860029220581/,1.0,2/,0.0010330677032470703
0.031234314665198326/0.663303017616272/0.30546265840530396/,0.031234314665198326/0.663303017616272/0.30546265840530396/,1.0,1/,0.0011572837829589844
0.1410243660211563/0.3184172213077545/0.5405584573745728/,0.1410243660211563/0.3184172213077545/0.5405584573745728/,2.0,2/,0.0004329681396484375
0.1341392993927002/0.3372155725955963/0.5286451578140259/,0.1341392993927002/0.3372155725955963/0.5286451578140259/,2.0,2/,0.0004668235778808594
0.04028793424367905/0.19493931531906128/0.7647727727890015/,0.04028793424367905/0.19493931531906128/0.7647727727890015/,2.0,2/,0.0005450248718261719
0.14828740060329437/0.19928734004497528/0.652425229549408/,0.14828740060329437/0.19928734004497528/0.652425229549408/,2.0,2/,0.0014829635620117188
0.013962111435830593/0.6527159810066223/0.33332183957099915/,0.013962111435830593/0.6527159810066223/0.33332183957099915/,2.0,1/,0.0008697509765625
0.13602353632450104/0.2710471451282501/0.5929292440414429/,0.13602353632450104/0.2710471451282501/0.5929292440414429/,0.0,2/,0.00032806396484375
0.14578281342983246/0.7118490934371948/0.1423681080341339/,0.14578281342983246/0.7118490934371948/0.1423681080341339/,0.0,1/,0.0004780292510986328
0.27117475867271423/0.5545465350151062/0.17427866160869598/,0.27117475867271423/0.5545465350151062/0.17427866160869598/,0.0,1/,0.0005826950073242188
0.3387812674045563/0.5079081654548645/0.15331055223941803/,0.3387812674045563/0.5079081654548645/0.15331055223941803/,0.0,1/,0.0007150173187255859
0.8651700019836426/0.12684983015060425/0.00798012688755989/,0.8651700019836426/0.12684983015060425/0.00798012688755989/,0.0,0/,0.0008399486541748047
0.059735510498285294/0.14409178495407104/0.7961727380752563/,0.059735510498285294/0.14409178495407104/0.7961727380752563/,1.0,2/,0.0004611015319824219
0.08171050995588303/0.13001741468906403/0.7882720828056335/,0.08171050995588303/0.13001741468906403/0.7882720828056335/,1.0,2/,0.0005359649658203125
