Cost,Prob,Real_Goal,Results,Time
0.584873616695404/0.24006223678588867/0.17506423592567444/,0.584873616695404/0.24006223678588867/0.17506423592567444/,0.0,0/,0.0024890899658203125
0.6732496619224548/0.20879431068897247/0.1179559975862503/,0.6732496619224548/0.20879431068897247/0.1179559975862503/,0.0,0/,0.0010442733764648438
0.6222488880157471/0.2335345596075058/0.1442166119813919/,0.6222488880157471/0.2335345596075058/0.1442166119813919/,0.0,0/,0.0013270378112792969
0.38315004110336304/0.3115588426589966/0.3052911162376404/,0.38315004110336304/0.3115588426589966/0.3052911162376404/,0.0,0/,0.0018072128295898438
0.5089698433876038/0.4250747561454773/0.06595536321401596/,0.5089698433876038/0.4250747561454773/0.06595536321401596/,0.0,0/,0.0023140907287597656
0.12247547507286072/0.23894283175468445/0.6385816931724548/,0.12247547507286072/0.23894283175468445/0.6385816931724548/,1.0,2/,0.0004210472106933594
0.20365679264068604/0.3179517388343811/0.47839146852493286/,0.20365679264068604/0.3179517388343811/0.47839146852493286/,1.0,2/,0.0005776882171630859
0.08360712230205536/0.16869066655635834/0.7477021217346191/,0.08360712230205536/0.16869066655635834/0.7477021217346191/,1.0,2/,0.0007660388946533203
0.37782618403434753/0.229372039437294/0.39280179142951965/,0.37782618403434753/0.229372039437294/0.39280179142951965/,1.0,2/,0.0007927417755126953
0.10596194863319397/0.31516003608703613/0.5788779854774475/,0.10596194863319397/0.31516003608703613/0.5788779854774475/,1.0,2/,0.0009808540344238281
0.6310736536979675/0.22870853543281555/0.14021781086921692/,0.6310736536979675/0.22870853543281555/0.14021781086921692/,2.0,0/,0.0004019737243652344
0.2753167152404785/0.20834356546401978/0.5163397192955017/,0.2753167152404785/0.20834356546401978/0.5163397192955017/,2.0,2/,0.0004951953887939453
0.12216237932443619/0.19424551725387573/0.6835921406745911/,0.12216237932443619/0.19424551725387573/0.6835921406745911/,2.0,2/,0.0006132125854492188
0.04075165465474129/0.15469051897525787/0.8045578598976135/,0.04075165465474129/0.15469051897525787/0.8045578598976135/,2.0,2/,0.0006999969482421875
0.042102713137865067/0.17109142243862152/0.7868058681488037/,0.042102713137865067/0.17109142243862152/0.7868058681488037/,2.0,2/,0.0008161067962646484
0.7770822048187256/0.1689945012331009/0.05392324551939964/,0.7770822048187256/0.1689945012331009/0.05392324551939964/,0.0,0/,0.00039887428283691406
0.6714494228363037/0.2557600140571594/0.07279053330421448/,0.6714494228363037/0.2557600140571594/0.07279053330421448/,0.0,0/,0.0006289482116699219
0.6734301447868347/0.2446858137845993/0.08188403397798538/,0.6734301447868347/0.2446858137845993/0.08188403397798538/,0.0,0/,0.0006270408630371094
0.6416428685188293/0.18685361742973328/0.17150352895259857/,0.6416428685188293/0.18685361742973328/0.17150352895259857/,0.0,0/,0.0008692741394042969
0.47403275966644287/0.3485994338989258/0.17736780643463135/,0.47403275966644287/0.3485994338989258/0.17736780643463135/,0.0,0/,0.0008571147918701172
0.6075392961502075/0.2856316864490509/0.10682898014783859/,0.6075392961502075/0.2856316864490509/0.10682898014783859/,1.0,0/,0.0008420944213867188
0.5355671644210815/0.25381356477737427/0.2106192409992218/,0.5355671644210815/0.25381356477737427/0.2106192409992218/,1.0,0/,0.0008111000061035156
0.6416992545127869/0.23283831775188446/0.12546242773532867/,0.6416992545127869/0.23283831775188446/0.12546242773532867/,1.0,0/,0.0007340908050537109
0.14669041335582733/0.29981276392936707/0.553496778011322/,0.14669041335582733/0.29981276392936707/0.553496778011322/,1.0,2/,0.0008671283721923828
0.1891496330499649/0.4364033341407776/0.3744469881057739/,0.1891496330499649/0.4364033341407776/0.3744469881057739/,1.0,1/,0.0011110305786132812
0.30713459849357605/0.23505562543869019/0.45780977606773376/,0.30713459849357605/0.23505562543869019/0.45780977606773376/,2.0,2/,0.00043892860412597656
0.16317173838615417/0.14965353906154633/0.6871747374534607/,0.16317173838615417/0.14965353906154633/0.6871747374534607/,2.0,2/,0.0005660057067871094
0.09003829210996628/0.1639872044324875/0.7459745407104492/,0.09003829210996628/0.1639872044324875/0.7459745407104492/,2.0,2/,0.0008509159088134766
0.07589367032051086/0.17969296872615814/0.7444133758544922/,0.07589367032051086/0.17969296872615814/0.7444133758544922/,2.0,2/,0.0007817745208740234
0.04963041469454765/0.13709422945976257/0.8132753372192383/,0.04963041469454765/0.13709422945976257/0.8132753372192383/,2.0,2/,0.0008692741394042969
0.3048349916934967/0.2816142439842224/0.41355079412460327/,0.3048349916934967/0.2816142439842224/0.41355079412460327/,0.0,2/,0.0005538463592529297
0.12289772182703018/0.17565414309501648/0.7014480829238892/,0.12289772182703018/0.17565414309501648/0.7014480829238892/,0.0,2/,0.0006749629974365234
0.20540468394756317/0.20688490569591522/0.5877103805541992/,0.20540468394756317/0.20688490569591522/0.5877103805541992/,0.0,2/,0.0007719993591308594
0.15276911854743958/0.17215926945209503/0.6750715374946594/,0.15276911854743958/0.17215926945209503/0.6750715374946594/,0.0,2/,0.0013799667358398438
0.5397582054138184/0.33457472920417786/0.1256670355796814/,0.5397582054138184/0.33457472920417786/0.1256670355796814/,0.0,0/,0.001264810562133789
0.18340015411376953/0.21564282476902008/0.6009570360183716/,0.18340015411376953/0.21564282476902008/0.6009570360183716/,1.0,2/,0.0004878044128417969
0.01668926328420639/0.05188959464430809/0.931421160697937/,0.01668926328420639/0.05188959464430809/0.931421160697937/,1.0,2/,0.0009517669677734375
0.016772696748375893/0.04646927863359451/0.9367579817771912/,0.016772696748375893/0.04646927863359451/0.9367579817771912/,1.0,2/,0.0010590553283691406
0.053973130881786346/0.16031821072101593/0.7857086062431335/,0.053973130881786346/0.16031821072101593/0.7857086062431335/,1.0,2/,0.001188039779663086
0.2499150186777115/0.47432541847229004/0.27575957775115967/,0.2499150186777115/0.47432541847229004/0.27575957775115967/,1.0,1/,0.0016720294952392578
0.31928226351737976/0.228352889418602/0.45236483216285706/,0.31928226351737976/0.228352889418602/0.45236483216285706/,2.0,2/,0.000514984130859375
0.06662708520889282/0.0777435302734375/0.8556294441223145/,0.06662708520889282/0.0777435302734375/0.8556294441223145/,2.0,2/,0.0005431175231933594
0.021257394924759865/0.05608696863055229/0.9226556420326233/,0.021257394924759865/0.05608696863055229/0.9226556420326233/,2.0,2/,0.0009059906005859375
0.016501376405358315/0.057830147445201874/0.9256685376167297/,0.016501376405358315/0.057830147445201874/0.9256685376167297/,2.0,2/,0.0009090900421142578
0.05676020309329033/0.16470392048358917/0.7785358428955078/,0.05676020309329033/0.16470392048358917/0.7785358428955078/,2.0,2/,0.0010001659393310547
0.36789730191230774/0.33569300174713135/0.2964097261428833/,0.36789730191230774/0.33569300174713135/0.2964097261428833/,0.0,0/,0.0010211467742919922
0.13551580905914307/0.17152711749076843/0.6929571032524109/,0.13551580905914307/0.17152711749076843/0.6929571032524109/,0.0,2/,0.0018322467803955078
0.29318150877952576/0.19448216259479523/0.5123363733291626/,0.29318150877952576/0.19448216259479523/0.5123363733291626/,0.0,2/,0.0028848648071289062
0.17278245091438293/0.14418810606002808/0.6830294132232666/,0.17278245091438293/0.14418810606002808/0.6830294132232666/,0.0,2/,0.0031478404998779297
0.5462762117385864/0.30340567231178284/0.15031816065311432/,0.5462762117385864/0.30340567231178284/0.15031816065311432/,0.0,0/,0.0041620731353759766
0.4297252893447876/0.15404509007930756/0.4162296652793884/,0.4297252893447876/0.15404509007930756/0.4162296652793884/,1.0,0/,0.0006489753723144531
0.17705844342708588/0.1258050501346588/0.6971365809440613/,0.17705844342708588/0.1258050501346588/0.6971365809440613/,1.0,2/,0.0008530616760253906
0.14003857970237732/0.1190217137336731/0.7409396767616272/,0.14003857970237732/0.1190217137336731/0.7409396767616272/,1.0,2/,0.0011439323425292969
0.13287733495235443/0.46169930696487427/0.4054234027862549/,0.13287733495235443/0.46169930696487427/0.4054234027862549/,1.0,1/,0.0013720989227294922
0.22036215662956238/0.3050272762775421/0.4746106266975403/,0.22036215662956238/0.3050272762775421/0.4746106266975403/,1.0,2/,0.0013051033020019531
0.30466052889823914/0.16670328378677368/0.5286362171173096/,0.30466052889823914/0.16670328378677368/0.5286362171173096/,2.0,2/,0.0008168220520019531
0.22795259952545166/0.17793628573417664/0.5941111445426941/,0.22795259952545166/0.17793628573417664/0.5941111445426941/,2.0,2/,0.0008428096771240234
0.214525043964386/0.16764536499977112/0.6178296208381653/,0.214525043964386/0.16764536499977112/0.6178296208381653/,2.0,2/,0.0008440017700195312
0.28431436419487/0.11537133157253265/0.6003143787384033/,0.28431436419487/0.11537133157253265/0.6003143787384033/,2.0,2/,0.0010461807250976562
0.10512863844633102/0.1585281938314438/0.7363431453704834/,0.10512863844633102/0.1585281938314438/0.7363431453704834/,2.0,2/,0.0015559196472167969
0.7413401007652283/0.11924342811107635/0.1394164264202118/,0.7413401007652283/0.11924342811107635/0.1394164264202118/,0.0,0/,0.0003998279571533203
0.7256787419319153/0.1169147789478302/0.15740655362606049/,0.7256787419319153/0.1169147789478302/0.15740655362606049/,0.0,0/,0.0006248950958251953
0.12096522003412247/0.09539081156253815/0.7836439609527588/,0.12096522003412247/0.09539081156253815/0.7836439609527588/,0.0,2/,0.0007700920104980469
0.395058274269104/0.43395307660102844/0.17098866403102875/,0.395058274269104/0.43395307660102844/0.17098866403102875/,0.0,1/,0.0009212493896484375
0.3094483017921448/0.5924879908561707/0.09806370735168457/,0.3094483017921448/0.5924879908561707/0.09806370735168457/,0.0,1/,0.001336812973022461
0.7742246985435486/0.1134013682603836/0.11237391084432602/,0.7742246985435486/0.1134013682603836/0.11237391084432602/,1.0,0/,0.00047278404235839844
0.20933562517166138/0.1591699719429016/0.6314944624900818/,0.20933562517166138/0.1591699719429016/0.6314944624900818/,1.0,2/,0.0005648136138916016
0.04251871630549431/0.08861925452947617/0.8688620924949646/,0.04251871630549431/0.08861925452947617/0.8688620924949646/,1.0,2/,0.000743865966796875
0.3805728554725647/0.46453091502189636/0.15489619970321655/,0.3805728554725647/0.46453091502189636/0.15489619970321655/,1.0,1/,0.000888824462890625
0.40234047174453735/0.5358786582946777/0.06178092584013939/,0.40234047174453735/0.5358786582946777/0.06178092584013939/,1.0,1/,0.0010967254638671875
0.654570460319519/0.1749732494354248/0.17045629024505615/,0.654570460319519/0.1749732494354248/0.17045629024505615/,2.0,0/,0.0004119873046875
0.13813169300556183/0.0917447954416275/0.7701234817504883/,0.13813169300556183/0.0917447954416275/0.7701234817504883/,2.0,2/,0.0004978179931640625
0.36024224758148193/0.11356102675199509/0.5261966586112976/,0.36024224758148193/0.11356102675199509/0.5261966586112976/,2.0,2/,0.0005660057067871094
0.15393590927124023/0.09117130935192108/0.7548927068710327/,0.15393590927124023/0.09117130935192108/0.7548927068710327/,2.0,2/,0.0006639957427978516
0.295748233795166/0.42495742440223694/0.27929434180259705/,0.295748233795166/0.42495742440223694/0.27929434180259705/,2.0,1/,0.0015048980712890625
0.3848934769630432/0.22033622860908508/0.3947703242301941/,0.3848934769630432/0.22033622860908508/0.3947703242301941/,0.0,2/,0.0005061626434326172
0.09539780765771866/0.1706596165895462/0.7339426279067993/,0.09539780765771866/0.1706596165895462/0.7339426279067993/,0.0,2/,0.0006480216979980469
0.043584637343883514/0.14595761895179749/0.8104577660560608/,0.043584637343883514/0.14595761895179749/0.8104577660560608/,0.0,2/,0.0008790493011474609
0.26083216071128845/0.39921167492866516/0.3399561941623688/,0.26083216071128845/0.39921167492866516/0.3399561941623688/,0.0,1/,0.001007080078125
0.4543575346469879/0.39696499705314636/0.14867740869522095/,0.4543575346469879/0.39696499705314636/0.14867740869522095/,0.0,0/,0.0012989044189453125
0.30621251463890076/0.2268049418926239/0.46698257327079773/,0.30621251463890076/0.2268049418926239/0.46698257327079773/,1.0,2/,0.0004680156707763672
0.11074671149253845/0.17511476576328278/0.7141385078430176/,0.11074671149253845/0.17511476576328278/0.7141385078430176/,1.0,2/,0.0005340576171875
0.10507171601057053/0.19096814095973969/0.703960120677948/,0.10507171601057053/0.19096814095973969/0.703960120677948/,1.0,2/,0.0006558895111083984
0.44686153531074524/0.3419751524925232/0.21116326749324799/,0.44686153531074524/0.3419751524925232/0.21116326749324799/,1.0,0/,0.0007190704345703125
0.3371856212615967/0.43231913447380066/0.23049525916576385/,0.3371856212615967/0.43231913447380066/0.23049525916576385/,1.0,1/,0.0008959770202636719
0.45807376503944397/0.26038607954978943/0.2815400958061218/,0.45807376503944397/0.26038607954978943/0.2815400958061218/,2.0,0/,0.0005311965942382812
0.4788350462913513/0.26883742213249207/0.25232744216918945/,0.4788350462913513/0.26883742213249207/0.25232744216918945/,2.0,0/,0.0005440711975097656
0.09848105162382126/0.13329516351222992/0.768223762512207/,0.09848105162382126/0.13329516351222992/0.768223762512207/,2.0,2/,0.0007178783416748047
0.033567558974027634/0.11196079850196838/0.8544716835021973/,0.033567558974027634/0.11196079850196838/0.8544716835021973/,2.0,2/,0.0009908676147460938
0.03747580200433731/0.23640026152133942/0.7261239290237427/,0.03747580200433731/0.23640026152133942/0.7261239290237427/,2.0,2/,0.0015349388122558594
0.5329383015632629/0.25238558650016785/0.2146761566400528/,0.5329383015632629/0.25238558650016785/0.2146761566400528/,0.0,0/,0.0005030632019042969
0.45730578899383545/0.2626229226589203/0.28007134795188904/,0.45730578899383545/0.2626229226589203/0.28007134795188904/,0.0,0/,0.0007481575012207031
0.5408310890197754/0.2607478201389313/0.19842103123664856/,0.5408310890197754/0.2607478201389313/0.19842103123664856/,0.0,0/,0.0009551048278808594
0.35326501727104187/0.29969942569732666/0.34703555703163147/,0.35326501727104187/0.29969942569732666/0.34703555703163147/,0.0,0/,0.0008831024169921875
0.2850920855998993/0.3323000967502594/0.38260775804519653/,0.2850920855998993/0.3323000967502594/0.38260775804519653/,0.0,2/,0.001444101333618164
0.5785291790962219/0.25374725461006165/0.1677236109972/,0.5785291790962219/0.25374725461006165/0.1677236109972/,1.0,0/,0.00043702125549316406
0.6298127174377441/0.22468779981136322/0.14549951255321503/,0.6298127174377441/0.22468779981136322/0.14549951255321503/,1.0,0/,0.0005998611450195312
0.6045867204666138/0.20518216490745544/0.190231055021286/,0.6045867204666138/0.20518216490745544/0.190231055021286/,1.0,0/,0.0007307529449462891
0.14077793061733246/0.1723461151123047/0.6868759393692017/,0.14077793061733246/0.1723461151123047/0.6868759393692017/,1.0,2/,0.0008189678192138672
0.3258470296859741/0.3808049261569977/0.2933480441570282/,0.3258470296859741/0.3808049261569977/0.2933480441570282/,1.0,1/,0.0010361671447753906
0.5570496320724487/0.25049009919166565/0.19246023893356323/,0.5570496320724487/0.25049009919166565/0.19246023893356323/,2.0,0/,0.0004591941833496094
0.13472600281238556/0.19564200937747955/0.6696319580078125/,0.13472600281238556/0.19564200937747955/0.6696319580078125/,2.0,2/,0.0007197856903076172
0.3548482060432434/0.29250097274780273/0.35265085101127625/,0.3548482060432434/0.29250097274780273/0.35265085101127625/,2.0,0/,0.001039743423461914
0.12194537371397018/0.21736472845077515/0.6606898903846741/,0.12194537371397018/0.21736472845077515/0.6606898903846741/,2.0,2/,0.001007080078125
0.36114779114723206/0.35688960552215576/0.28196266293525696/,0.36114779114723206/0.35688960552215576/0.28196266293525696/,2.0,0/,0.0013759136199951172
0.34785759449005127/0.28753337264060974/0.36460909247398376/,0.34785759449005127/0.28753337264060974/0.36460909247398376/,0.0,2/,0.00048804283142089844
0.4986386001110077/0.283477783203125/0.21788360178470612/,0.4986386001110077/0.283477783203125/0.21788360178470612/,0.0,0/,0.0006182193756103516
0.2951591908931732/0.30905163288116455/0.39578911662101746/,0.2951591908931732/0.30905163288116455/0.39578911662101746/,0.0,2/,0.0007600784301757812
0.34584513306617737/0.321386456489563/0.33276838064193726/,0.34584513306617737/0.321386456489563/0.33276838064193726/,0.0,0/,0.0008158683776855469
0.4214916229248047/0.46259576082229614/0.1159125491976738/,0.4214916229248047/0.46259576082229614/0.1159125491976738/,0.0,1/,0.0010831356048583984
0.3425185978412628/0.2843858003616333/0.37309563159942627/,0.3425185978412628/0.2843858003616333/0.37309563159942627/,1.0,2/,0.00045108795166015625
0.12568993866443634/0.197089284658432/0.6772208213806152/,0.12568993866443634/0.197089284658432/0.6772208213806152/,1.0,2/,0.0008959770202636719
0.2126280665397644/0.2587757110595703/0.5285961627960205/,0.2126280665397644/0.2587757110595703/0.5285961627960205/,1.0,2/,0.0008370876312255859
0.3154045641422272/0.4142756164073944/0.2703198790550232/,0.3154045641422272/0.4142756164073944/0.2703198790550232/,1.0,1/,0.0009510517120361328
0.4508761167526245/0.4558477997779846/0.09327609091997147/,0.4508761167526245/0.4558477997779846/0.09327609091997147/,1.0,1/,0.001421213150024414
0.159160315990448/0.34066998958587646/0.5001696944236755/,0.159160315990448/0.34066998958587646/0.5001696944236755/,2.0,2/,0.0005769729614257812
0.24413944780826569/0.28294792771339417/0.47291260957717896/,0.24413944780826569/0.28294792771339417/0.47291260957717896/,2.0,2/,0.0005199909210205078
0.10916779935359955/0.20332597196102142/0.6875062584877014/,0.10916779935359955/0.20332597196102142/0.6875062584877014/,2.0,2/,0.0006818771362304688
0.08972010761499405/0.1962141990661621/0.714065670967102/,0.08972010761499405/0.1962141990661621/0.714065670967102/,2.0,2/,0.0007479190826416016
0.072269007563591/0.27791139483451843/0.649819552898407/,0.072269007563591/0.27791139483451843/0.649819552898407/,2.0,2/,0.0010361671447753906
0.4352191388607025/0.2886429727077484/0.2761378586292267/,0.4352191388607025/0.2886429727077484/0.2761378586292267/,0.0,0/,0.00036597251892089844
0.5994592905044556/0.24490399658679962/0.1556367427110672/,0.5994592905044556/0.24490399658679962/0.1556367427110672/,0.0,0/,0.0005450248718261719
0.6754888296127319/0.22410187125205994/0.10040926188230515/,0.6754888296127319/0.22410187125205994/0.10040926188230515/,0.0,0/,0.0007066726684570312
0.7988753914833069/0.1424875408411026/0.05863695964217186/,0.7988753914833069/0.1424875408411026/0.05863695964217186/,0.0,0/,0.0008521080017089844
0.7631998658180237/0.20138852298259735/0.035411641001701355/,0.7631998658180237/0.20138852298259735/0.035411641001701355/,0.0,0/,0.0008218288421630859
0.14223486185073853/0.29032355546951294/0.5674415826797485/,0.14223486185073853/0.29032355546951294/0.5674415826797485/,1.0,2/,0.0006048679351806641
0.06129365786910057/0.14610089361667633/0.792605459690094/,0.06129365786910057/0.14610089361667633/0.792605459690094/,1.0,2/,0.0006778240203857422
0.12725676596164703/0.18639306724071503/0.6863501667976379/,0.12725676596164703/0.18639306724071503/0.6863501667976379/,1.0,2/,0.0007839202880859375
0.07211106270551682/0.11040974408388138/0.817479133605957/,0.07211106270551682/0.11040974408388138/0.817479133605957/,1.0,2/,0.0008311271667480469
0.1279214769601822/0.49649447202682495/0.3755839765071869/,0.1279214769601822/0.49649447202682495/0.3755839765071869/,1.0,1/,0.0011019706726074219
0.5302079916000366/0.27868810296058655/0.19110393524169922/,0.5302079916000366/0.27868810296058655/0.19110393524169922/,2.0,0/,0.0004889965057373047
0.11672315746545792/0.19345013797283173/0.6898267865180969/,0.11672315746545792/0.19345013797283173/0.6898267865180969/,2.0,2/,0.0005078315734863281
0.16471174359321594/0.2758789360523224/0.5594092607498169/,0.16471174359321594/0.2758789360523224/0.5594092607498169/,2.0,2/,0.0015270709991455078
0.1305755376815796/0.20247551798820496/0.6669489741325378/,0.1305755376815796/0.20247551798820496/0.6669489741325378/,2.0,2/,0.0007922649383544922
0.061060573905706406/0.21577425301074982/0.7231651544570923/,0.061060573905706406/0.21577425301074982/0.7231651544570923/,2.0,2/,0.0007889270782470703
0.1088152751326561/0.17057126760482788/0.7206134796142578/,0.1088152751326561/0.17057126760482788/0.7206134796142578/,0.0,2/,0.0005431175231933594
0.1046624407172203/0.17022836208343506/0.7251092195510864/,0.1046624407172203/0.17022836208343506/0.7251092195510864/,0.0,2/,0.0006897449493408203
0.44657963514328003/0.38686293363571167/0.1665574163198471/,0.44657963514328003/0.38686293363571167/0.1665574163198471/,0.0,0/,0.0009427070617675781
0.39128434658050537/0.4084797203540802/0.200235977768898/,0.39128434658050537/0.4084797203540802/0.200235977768898/,0.0,1/,0.0011081695556640625
0.29641351103782654/0.45292091369628906/0.2506656050682068/,0.29641351103782654/0.45292091369628906/0.2506656050682068/,0.0,1/,0.0013422966003417969
0.5381251573562622/0.2598096430301666/0.20206515491008759/,0.5381251573562622/0.2598096430301666/0.20206515491008759/,1.0,0/,0.00045108795166015625
0.4309469759464264/0.20770201086997986/0.36135098338127136/,0.4309469759464264/0.20770201086997986/0.36135098338127136/,1.0,0/,0.000537872314453125
0.3801620602607727/0.17628073692321777/0.44355717301368713/,0.3801620602607727/0.17628073692321777/0.44355717301368713/,1.0,2/,0.0006341934204101562
0.5467416644096375/0.19054436683654785/0.2627139687538147/,0.5467416644096375/0.19054436683654785/0.2627139687538147/,1.0,0/,0.00074005126953125
0.5025759339332581/0.35642650723457336/0.14099764823913574/,0.5025759339332581/0.35642650723457336/0.14099764823913574/,1.0,0/,0.0008649826049804688
0.36584198474884033/0.18054784834384918/0.45361021161079407/,0.36584198474884033/0.18054784834384918/0.45361021161079407/,2.0,2/,0.0003688335418701172
0.28588545322418213/0.14932790398597717/0.5647866129875183/,0.28588545322418213/0.14932790398597717/0.5647866129875183/,2.0,2/,0.0004222393035888672
0.12866099178791046/0.13050290942192078/0.7408360838890076/,0.12866099178791046/0.13050290942192078/0.7408360838890076/,2.0,2/,0.0006961822509765625
0.060728807002305984/0.169694721698761/0.7695764303207397/,0.060728807002305984/0.169694721698761/0.7695764303207397/,2.0,2/,0.0006110668182373047
0.18422086536884308/0.27076131105422974/0.5450178384780884/,0.18422086536884308/0.27076131105422974/0.5450178384780884/,2.0,2/,0.0006866455078125
0.47812414169311523/0.2652807831764221/0.25659501552581787/,0.47812414169311523/0.2652807831764221/0.25659501552581787/,0.0,0/,0.0003750324249267578
0.4701172113418579/0.24696877598762512/0.2829139828681946/,0.4701172113418579/0.24696877598762512/0.2829139828681946/,0.0,0/,0.0005612373352050781
0.30051448941230774/0.2573881447315216/0.44209733605384827/,0.30051448941230774/0.2573881447315216/0.44209733605384827/,0.0,2/,0.0006473064422607422
0.2483818084001541/0.2676679491996765/0.4839501976966858/,0.2483818084001541/0.2676679491996765/0.4839501976966858/,0.0,2/,0.0008420944213867188
0.48026585578918457/0.3088128864765167/0.21092122793197632/,0.48026585578918457/0.3088128864765167/0.21092122793197632/,0.0,0/,0.0009860992431640625
