Cost,Prob,Real_Goal,Results,Time
0.2538202404975891/0.3710179328918457/0.3751617968082428/,0.2538202404975891/0.3710179328918457/0.3751617968082428/,0.0,2/,0.0007839202880859375
0.2960697114467621/0.3669149875640869/0.337015300989151/,0.2960697114467621/0.3669149875640869/0.337015300989151/,0.0,1/,0.0006368160247802734
0.3213663101196289/0.34004417061805725/0.33858954906463623/,0.3213663101196289/0.34004417061805725/0.33858954906463623/,0.0,1/,0.0006909370422363281
0.3262248933315277/0.33792102336883545/0.335854172706604/,0.3262248933315277/0.33792102336883545/0.335854172706604/,0.0,1/,0.0009002685546875
0.3348071277141571/0.3287968039512634/0.33639606833457947/,0.3348071277141571/0.3287968039512634/0.33639606833457947/,0.0,2/,0.0016427040100097656
0.28211021423339844/0.3821415603160858/0.33574819564819336/,0.28211021423339844/0.3821415603160858/0.33574819564819336/,1.0,1/,0.00043392181396484375
0.2667290270328522/0.36321258544921875/0.3700583577156067/,0.2667290270328522/0.36321258544921875/0.3700583577156067/,1.0,2/,0.0004749298095703125
0.27936530113220215/0.3683087229728699/0.35232600569725037/,0.27936530113220215/0.3683087229728699/0.35232600569725037/,1.0,1/,0.0009238719940185547
0.2919178307056427/0.35809406638145447/0.3499881327152252/,0.2919178307056427/0.35809406638145447/0.3499881327152252/,1.0,1/,0.0006539821624755859
0.33606410026550293/0.33740413188934326/0.3265317678451538/,0.33606410026550293/0.33740413188934326/0.3265317678451538/,1.0,1/,0.0007381439208984375
0.2537727653980255/0.3747807443141937/0.3714464604854584/,0.2537727653980255/0.3747807443141937/0.3714464604854584/,2.0,1/,0.0005056858062744141
0.2759701907634735/0.36899206042289734/0.3550378084182739/,0.2759701907634735/0.36899206042289734/0.3550378084182739/,2.0,1/,0.0005440711975097656
0.29819434881210327/0.36008569598197937/0.34171995520591736/,0.29819434881210327/0.36008569598197937/0.34171995520591736/,2.0,1/,0.0008769035339355469
0.3491602838039398/0.3233861029148102/0.3274536430835724/,0.3491602838039398/0.3233861029148102/0.3274536430835724/,2.0,0/,0.0008077621459960938
0.3560459613800049/0.30640214681625366/0.33755189180374146/,0.3560459613800049/0.30640214681625366/0.33755189180374146/,2.0,0/,0.0010869503021240234
0.257021427154541/0.35820671916007996/0.38477176427841187/,0.257021427154541/0.35820671916007996/0.38477176427841187/,0.0,2/,0.0007691383361816406
0.24722085893154144/0.4241829514503479/0.32859620451927185/,0.24722085893154144/0.4241829514503479/0.32859620451927185/,0.0,1/,0.00078582763671875
0.26844924688339233/0.40104344487190247/0.33050736784935/,0.26844924688339233/0.40104344487190247/0.33050736784935/,0.0,1/,0.0007810592651367188
0.3556908071041107/0.3198782801628113/0.3244308531284332/,0.3556908071041107/0.3198782801628113/0.3244308531284332/,0.0,0/,0.0007548332214355469
