Cost,Prob,Real_Goal,Results,Time
0.3361155390739441/0.09150863438844681/0.5723758935928345/,0.3361155390739441/0.09150863438844681/0.5723758935928345/,0.0,2/,0.00043964385986328125
0.2332380712032318/0.07018764317035675/0.6965742111206055/,0.2332380712032318/0.07018764317035675/0.6965742111206055/,0.0,2/,0.0006511211395263672
0.18184614181518555/0.12593941390514374/0.6922144889831543/,0.18184614181518555/0.12593941390514374/0.6922144889831543/,0.0,2/,0.0007359981536865234
0.14101345837116241/0.30814293026924133/0.5508435964584351/,0.14101345837116241/0.30814293026924133/0.5508435964584351/,0.0,2/,0.0008561611175537109
0.05630216374993324/0.3065163493156433/0.6371814608573914/,0.05630216374993324/0.3065163493156433/0.6371814608573914/,0.0,2/,0.0010139942169189453
0.6029996871948242/0.11925460398197174/0.27774566411972046/,0.6029996871948242/0.11925460398197174/0.27774566411972046/,1.0,0/,0.00041413307189941406
0.26794084906578064/0.12015269696712494/0.6119064092636108/,0.26794084906578064/0.12015269696712494/0.6119064092636108/,1.0,2/,0.0006310939788818359
0.12705594301223755/0.4470427930355072/0.4259012043476105/,0.12705594301223755/0.4470427930355072/0.4259012043476105/,1.0,1/,0.0007672309875488281
0.0828385129570961/0.6516605019569397/0.2655009925365448/,0.0828385129570961/0.6516605019569397/0.2655009925365448/,1.0,1/,0.0011110305786132812
0.03975767269730568/0.4855315387248993/0.4747108221054077/,0.03975767269730568/0.4855315387248993/0.4747108221054077/,1.0,1/,0.0011799335479736328
0.6334550976753235/0.24485865235328674/0.12168630957603455/,0.6334550976753235/0.24485865235328674/0.12168630957603455/,2.0,0/,0.0006473064422607422
0.5234128832817078/0.314165860414505/0.1624213457107544/,0.5234128832817078/0.314165860414505/0.1624213457107544/,2.0,0/,0.0009291172027587891
0.5667235851287842/0.0482526570558548/0.38502374291419983/,0.5667235851287842/0.0482526570558548/0.38502374291419983/,2.0,0/,0.0009350776672363281
0.19061116874217987/0.14423339068889618/0.6651554703712463/,0.19061116874217987/0.14423339068889618/0.6651554703712463/,2.0,2/,0.0012271404266357422
0.14440807700157166/0.1777021884918213/0.6778897643089294/,0.14440807700157166/0.1777021884918213/0.6778897643089294/,2.0,2/,0.0015230178833007812
0.3332120180130005/0.4470701217651367/0.2197178453207016/,0.3332120180130005/0.4470701217651367/0.2197178453207016/,0.0,1/,0.0010004043579101562
0.3842962384223938/0.5589717030525208/0.056732065975666046/,0.3842962384223938/0.5589717030525208/0.056732065975666046/,0.0,1/,0.0007510185241699219
0.5954149961471558/0.1026972085237503/0.3018876910209656/,0.5954149961471558/0.1026972085237503/0.3018876910209656/,0.0,0/,0.0008440017700195312
0.7043753862380981/0.09352955967187881/0.20209507644176483/,0.7043753862380981/0.09352955967187881/0.20209507644176483/,0.0,0/,0.001422882080078125
0.8334405422210693/0.08825117349624634/0.07830830663442612/,0.8334405422210693/0.08825117349624634/0.07830830663442612/,0.0,0/,0.0014319419860839844
0.4003590941429138/0.12883582711219788/0.47080501914024353/,0.4003590941429138/0.12883582711219788/0.47080501914024353/,1.0,2/,0.0005509853363037109
0.41880878806114197/0.1353537142276764/0.44583743810653687/,0.41880878806114197/0.1353537142276764/0.44583743810653687/,1.0,2/,0.0009620189666748047
0.13602498173713684/0.08060112595558167/0.7833738923072815/,0.13602498173713684/0.08060112595558167/0.7833738923072815/,1.0,2/,0.0007097721099853516
0.03210969641804695/0.10541215538978577/0.8624781370162964/,0.03210969641804695/0.10541215538978577/0.8624781370162964/,1.0,2/,0.0008199214935302734
0.04609192907810211/0.12714247405529022/0.8267655372619629/,0.04609192907810211/0.12714247405529022/0.8267655372619629/,1.0,2/,0.0009610652923583984
0.2667894959449768/0.5287246704101562/0.20448584854602814/,0.2667894959449768/0.5287246704101562/0.20448584854602814/,2.0,1/,0.0007359981536865234
0.5190924406051636/0.15580543875694275/0.3251021206378937/,0.5190924406051636/0.15580543875694275/0.3251021206378937/,2.0,0/,0.0006511211395263672
0.7527930736541748/0.08949695527553558/0.15771004557609558/,0.7527930736541748/0.08949695527553558/0.15771004557609558/,2.0,0/,0.0007090568542480469
0.8221547603607178/0.061309024691581726/0.1165362298488617/,0.8221547603607178/0.061309024691581726/0.1165362298488617/,2.0,0/,0.0008769035339355469
0.6603329181671143/0.29284486174583435/0.046822257339954376/,0.6603329181671143/0.29284486174583435/0.046822257339954376/,2.0,0/,0.0011467933654785156
0.629479169845581/0.19631460309028625/0.17420627176761627/,0.629479169845581/0.19631460309028625/0.17420627176761627/,0.0,0/,0.00038886070251464844
0.5045139193534851/0.14792020618915558/0.3475658893585205/,0.5045139193534851/0.14792020618915558/0.3475658893585205/,0.0,0/,0.0009951591491699219
0.3532435894012451/0.2837948203086853/0.36296162009239197/,0.3532435894012451/0.2837948203086853/0.36296162009239197/,0.0,2/,0.0007448196411132812
