Real_Goal,Cost,Prob,Results
0,0.5371559155731264/0.4601070605222389/0.002737023904634715/,0.5371559155731264/0.4601070605222389/0.002737023904634715/,0/
0,0.9790374564210749/0.020927475138640336/3.506844028480779e-05/,0.9790374564210749/0.020927475138640336/3.506844028480779e-05/,0/
0,0.9987618847714673/0.000972940752684695/0.0002651744758480184/,0.9987618847714673/0.000972940752684695/0.0002651744758480184/,0/
0,0.7676857960539841/0.1304602387824242/0.1018539651635916/,0.7676857960539841/0.1304602387824242/0.1018539651635916/,0/
0,0.8711702311969489/0.09259520452270763/0.03623456428034345/,0.8711702311969489/0.09259520452270763/0.03623456428034345/,0/
0,0.032380989386834015/0.6746922090587798/0.2929268015543861/,0.032380989386834015/0.6746922090587798/0.2929268015543861/,1/
0,0.7114744342023799/0.14160974864297765/0.14691581715464244/,0.7114744342023799/0.14160974864297765/0.14691581715464244/,0/
0,0.9965228549790008/0.0032752387446259757/0.00020190627637323746/,0.9965228549790008/0.0032752387446259757/0.00020190627637323746/,0/
0,0.9992052776023165/0.0007834704466600981/1.1251951023454414e-05/,0.9992052776023165/0.0007834704466600981/1.1251951023454414e-05/,0/
0,0.965965975433461/0.025344527065903885/0.008689497500635126/,0.965965975433461/0.025344527065903885/0.008689497500635126/,0/
0,6.306947667106237e-08/0.0003450928940629949/0.9996548440364604/,6.306947667106237e-08/0.0003450928940629949/0.9996548440364604/,2/
0,0.3963727749754547/0.6006869090778646/0.002940315946680729/,0.3963727749754547/0.6006869090778646/0.002940315946680729/,1/
0,0.9999744903482867/2.5509649322885037e-05/2.3905137419932716e-12/,0.9999744903482867/2.5509649322885037e-05/2.3905137419932716e-12/,0/
0,0.9885985083725312/0.011393880327038797/7.61130043001197e-06/,0.9885985083725312/0.011393880327038797/7.61130043001197e-06/,0/
0,0.9886584318941045/0.011313026725291895/2.8541380603564995e-05/,0.9886584318941045/0.011313026725291895/2.8541380603564995e-05/,0/
0,0.8872493629672654/0.1058060022582732/0.006944634774461461/,0.8872493629672654/0.1058060022582732/0.006944634774461461/,0/
0,0.9993945072916821/0.0005883891166559014/1.7103591661952686e-05/,0.9993945072916821/0.0005883891166559014/1.7103591661952686e-05/,0/
0,0.9989829025640581/0.0005944098618559988/0.0004226875740858495/,0.9989829025640581/0.0005944098618559988/0.0004226875740858495/,0/
0,0.9995673054376877/0.00040456704084942323/2.812752146298843e-05/,0.9995673054376877/0.00040456704084942323/2.812752146298843e-05/,0/
0,0.9997484908842525/0.00025137591570768326/1.3320003952118942e-07/,0.9997484908842525/0.00025137591570768326/1.3320003952118942e-07/,0/
0,0.9717169868027595/0.028246092780618678/3.692041662184507e-05/,0.9717169868027595/0.028246092780618678/3.692041662184507e-05/,0/
0,0.9999504228236353/4.955117393301442e-05/2.6002431538569732e-08/,0.9999504228236353/4.955117393301442e-05/2.6002431538569732e-08/,0/
0,0.9999573231276712/4.248381485231947e-05/1.9305747631697803e-07/,0.9999573231276712/4.248381485231947e-05/1.9305747631697803e-07/,0/
0,0.9799007062082925/0.019796851684325913/0.000302442107381639/,0.9799007062082925/0.019796851684325913/0.000302442107381639/,0/
0,0.9997443566766407/0.00025537999676891434/2.63326590503102e-07/,0.9997443566766407/0.00025537999676891434/2.63326590503102e-07/,0/
0,0.00024714833568581355/0.08721628942968057/0.9125365622346335/,0.00024714833568581355/0.08721628942968057/0.9125365622346335/,2/
0,0.5649816769960718/0.4135683919046044/0.021449931099323846/,0.5649816769960718/0.4135683919046044/0.021449931099323846/,0/
0,0.9985650731492562/0.0014304499055088752/4.4769452349772785e-06/,0.9985650731492562/0.0014304499055088752/4.4769452349772785e-06/,0/
0,0.9998134098215902/0.00016972872700916293/1.6861451400698084e-05/,0.9998134098215902/0.00016972872700916293/1.6861451400698084e-05/,0/
0,0.994356249944622/0.005632393409418818/1.1356645959181192e-05/,0.994356249944622/0.005632393409418818/1.1356645959181192e-05/,0/
0,0.15579467717277087/0.7504692982042855/0.09373602462294349/,0.15579467717277087/0.7504692982042855/0.09373602462294349/,1/
0,0.9407045374589343/0.05517197923403135/0.0041234833070343405/,0.9407045374589343/0.05517197923403135/0.0041234833070343405/,0/
0,0.9731607526719298/0.025122092033058763/0.001717155295011493/,0.9731607526719298/0.025122092033058763/0.001717155295011493/,0/
0,0.9717028267780932/0.027602850693998822/0.0006943225279080192/,0.9717028267780932/0.027602850693998822/0.0006943225279080192/,0/
0,0.9773197787385492/0.02091534097038696/0.0017648802910636317/,0.9773197787385492/0.02091534097038696/0.0017648802910636317/,0/
0,0.04127016286852789/0.7808476218257461/0.177882215305726/,0.04127016286852789/0.7808476218257461/0.177882215305726/,1/
0,0.5496320444095717/0.4039985760304396/0.04636937955998868/,0.5496320444095717/0.4039985760304396/0.04636937955998868/,0/
0,0.9995333812898263/0.0004654477872375423/1.170922936193105e-06/,0.9995333812898263/0.0004654477872375423/1.170922936193105e-06/,0/
0,0.6274096190775561/0.2686340266979862/0.10395635422445777/,0.6274096190775561/0.2686340266979862/0.10395635422445777/,0/
0,0.8787486509255198/0.09252379678293869/0.02872755229154154/,0.8787486509255198/0.09252379678293869/0.02872755229154154/,0/
0,0.07032477148412083/0.6168951154288146/0.31278011308706455/,0.07032477148412083/0.6168951154288146/0.31278011308706455/,1/
0,0.22664633931602446/0.6680156004786548/0.10533806020532065/,0.22664633931602446/0.6680156004786548/0.10533806020532065/,1/
0,0.9997968632664668/0.00020303347082515028/1.032627079243014e-07/,0.9997968632664668/0.00020303347082515028/1.032627079243014e-07/,0/
0,0.9999857601106954/1.4215973612397493e-05/2.3915692167943653e-08/,0.9999857601106954/1.4215973612397493e-05/2.3915692167943653e-08/,0/
0,0.9924768193099683/0.0074241929956688985/9.89876943627605e-05/,0.9924768193099683/0.0074241929956688985/9.89876943627605e-05/,0/
0,0.04181980289617041/0.6859859756829472/0.27219422142088245/,0.04181980289617041/0.6859859756829472/0.27219422142088245/,1/
0,0.9921277833014108/0.007864754323632046/7.462374957136804e-06/,0.9921277833014108/0.007864754323632046/7.462374957136804e-06/,0/
0,0.9999955172946117/4.48106496635856e-06/1.640422066975167e-09/,0.9999955172946117/4.48106496635856e-06/1.640422066975167e-09/,0/
0,0.996882298569087/0.0031141395189152364/3.5619119975599772e-06/,0.996882298569087/0.0031141395189152364/3.5619119975599772e-06/,0/
0,0.7556458523225772/0.24017135345494073/0.004182794222482132/,0.7556458523225772/0.24017135345494073/0.004182794222482132/,0/
0,7.034889420152874e-12/0.00015763061558157301/0.9998423693773835/,7.034889420152874e-12/0.00015763061558157301/0.9998423693773835/,2/
0,0.37957516296749316/0.4889228244702837/0.13150201256222308/,0.37957516296749316/0.4889228244702837/0.13150201256222308/,1/
0,0.9997764128546655/0.00022222895967902346/1.3581856556482143e-06/,0.9997764128546655/0.00022222895967902346/1.3581856556482143e-06/,0/
0,0.9999735259568614/2.1288636155172675e-05/5.185406983472612e-06/,0.9999735259568614/2.1288636155172675e-05/5.185406983472612e-06/,0/
0,0.9870270127277998/0.012898218717017197/7.476855518295621e-05/,0.9870270127277998/0.012898218717017197/7.476855518295621e-05/,0/
0,0.13099011461625995/0.5801074220569508/0.2889024633267893/,0.13099011461625995/0.5801074220569508/0.2889024633267893/,1/
0,0.9877372732471438/0.012237822954110881/2.490379874528292e-05/,0.9877372732471438/0.012237822954110881/2.490379874528292e-05/,0/
0,0.9990373651056953/0.000962523320650302/1.115736544282993e-07/,0.9990373651056953/0.000962523320650302/1.115736544282993e-07/,0/
0,0.9954086317077407/0.0045799537948879/1.1414497371283674e-05/,0.9954086317077407/0.0045799537948879/1.1414497371283674e-05/,0/
0,0.9885428927396728/0.010580966206814783/0.0008761410535124632/,0.9885428927396728/0.010580966206814783/0.0008761410535124632/,0/
0,0.2653131844301985/0.7052834306971928/0.029403384872608726/,0.2653131844301985/0.7052834306971928/0.029403384872608726/,1/
0,0.8952589728312427/0.10254980334542926/0.0021912238233280277/,0.8952589728312427/0.10254980334542926/0.0021912238233280277/,0/
0,0.9990748387237709/0.0008384878869373351/8.667338929184034e-05/,0.9990748387237709/0.0008384878869373351/8.667338929184034e-05/,0/
0,0.9999762622279091/2.3338355989999515e-05/3.994161008722181e-07/,0.9999762622279091/2.3338355989999515e-05/3.994161008722181e-07/,0/
0,0.9999056301218652/9.42708467698903e-05/9.90313649416171e-08/,0.9999056301218652/9.42708467698903e-05/9.90313649416171e-08/,0/
0,0.8589040067250786/0.12016522046111432/0.020930772813807022/,0.8589040067250786/0.12016522046111432/0.020930772813807022/,0/
0,0.9999872142784065/1.2785592934806457e-05/1.2865876528293343e-10/,0.9999872142784065/1.2785592934806457e-05/1.2865876528293343e-10/,0/
0,0.9999999302765499/6.971496707438066e-08/8.482902425842164e-12/,0.9999999302765499/6.971496707438066e-08/8.482902425842164e-12/,0/
0,0.9999985054178251/1.4719800398912595e-06/2.260213495532969e-08/,0.9999985054178251/1.4719800398912595e-06/2.260213495532969e-08/,0/
0,0.9640860970166621/0.03580015522779158/0.00011374775554627034/,0.9640860970166621/0.03580015522779158/0.00011374775554627034/,0/
0,0.8873257023084767/0.10369397825538484/0.008980319436138315/,0.8873257023084767/0.10369397825538484/0.008980319436138315/,0/
0,0.9985710225352973/0.0014286035692735552/3.738954293159414e-07/,0.9985710225352973/0.0014286035692735552/3.738954293159414e-07/,0/
0,0.9996769116754355/0.00032172271104646946/1.365613517984775e-06/,0.9996769116754355/0.00032172271104646946/1.365613517984775e-06/,0/
0,0.9984778479359606/0.0014738271172760617/4.832494676330538e-05/,0.9984778479359606/0.0014738271172760617/4.832494676330538e-05/,0/
0,0.9979211719813822/0.001929144352629619/0.0001496836659883477/,0.9979211719813822/0.001929144352629619/0.0001496836659883477/,0/
0,0.10865228505083635/0.5659071582956451/0.3254405566535185/,0.10865228505083635/0.5659071582956451/0.3254405566535185/,1/
0,0.04624213522616653/0.9525440388288283/0.0012138259450051809/,0.04624213522616653/0.9525440388288283/0.0012138259450051809/,1/
0,0.999998447123315/1.550485154091318e-06/2.3915307805773266e-09/,0.999998447123315/1.550485154091318e-06/2.3915307805773266e-09/,0/
0,0.9900478363089996/0.009948356970324111/3.8067206761761324e-06/,0.9900478363089996/0.009948356970324111/3.8067206761761324e-06/,0/
0,0.8474121584664558/0.15234623559958238/0.00024160593396191292/,0.8474121584664558/0.15234623559958238/0.00024160593396191292/,0/
0,0.020763795546863147/0.27234527619405235/0.7068909282590845/,0.020763795546863147/0.27234527619405235/0.7068909282590845/,2/
0,0.9937144879062768/0.00517003384751144/0.001115478246211876/,0.9937144879062768/0.00517003384751144/0.001115478246211876/,0/
0,0.9989539945479046/0.0007920226809068249/0.0002539827711887252/,0.9989539945479046/0.0007920226809068249/0.0002539827711887252/,0/
