Real_Goal,Cost,Prob,Results
0,8.513068734549641e-14/1.3189668865356346e-06/0.9999986810330284/,8.513068734549641e-14/1.3189668865356346e-06/0.9999986810330284/,2/
0,1.403015586456624e-15/1.684690322878192e-06/0.9999983153096756/,1.403015586456624e-15/1.684690322878192e-06/0.9999983153096756/,2/
0,9.732254752615646e-09/0.08291363353436751/0.9170863567333778/,9.732254752615646e-09/0.08291363353436751/0.9170863567333778/,2/
0,0.5215401765225985/0.47845958882354056/2.3465386081097388e-07/,0.5215401765225985/0.47845958882354056/2.3465386081097388e-07/,0/
0,0.999958390294617/4.160970538287559e-05/1.989133106619742e-16/,0.999958390294617/4.160970538287559e-05/1.989133106619742e-16/,0/
0,7.059563312772008e-16/3.837559763339438e-06/0.9999961624402358/,7.059563312772008e-16/3.837559763339438e-06/0.9999961624402358/,2/
0,2.1424029731714847e-09/0.005809798789791999/0.994190199067805/,2.1424029731714847e-09/0.005809798789791999/0.994190199067805/,2/
0,0.7791611715652934/0.2208388231774565/5.257250130526571e-09/,0.7791611715652934/0.2208388231774565/5.257250130526571e-09/,0/
0,0.9995829881371396/0.0004170118628252902/3.506432354533519e-14/,0.9995829881371396/0.0004170118628252902/3.506432354533519e-14/,0/
0,0.9987536525490016/0.0012463474499835566/1.0148711694433415e-12/,0.9987536525490016/0.0012463474499835566/1.0148711694433415e-12/,0/
0,4.816729893736948e-12/0.0028930428502036885/0.9971069571449797/,4.816729893736948e-12/0.0028930428502036885/0.9971069571449797/,2/
0,1.004015719302573e-06/0.9538573663458554/0.04614162963842534/,1.004015719302573e-06/0.9538573663458554/0.04614162963842534/,1/
0,2.3039029922637672e-05/0.7515733115729327/0.2484036493971447/,2.3039029922637672e-05/0.7515733115729327/0.2484036493971447/,1/
0,0.34441690378297335/0.6553645609809072/0.0002185352361194778/,0.34441690378297335/0.6553645609809072/0.0002185352361194778/,1/
0,0.6811301276628493/0.3188698604752905/1.1861860161785874e-08/,0.6811301276628493/0.3188698604752905/1.1861860161785874e-08/,0/
0,1.1396426519986908e-16/2.2481361717683708e-08/0.9999999775186382/,1.1396426519986908e-16/2.2481361717683708e-08/0.9999999775186382/,2/
0,1.1064291878569321e-14/1.1053373349931978e-07/0.9999998894662554/,1.1064291878569321e-14/1.1053373349931978e-07/0.9999998894662554/,2/
0,3.0904631923072076e-13/5.0848298964740556e-05/0.9999491517007262/,3.0904631923072076e-13/5.0848298964740556e-05/0.9999491517007262/,2/
0,8.928911588444971e-06/0.8087185043922722/0.19127256669613937/,8.928911588444971e-06/0.8087185043922722/0.19127256669613937/,1/
0,0.6823823347432774/0.31761719100336117/4.742533615891752e-07/,0.6823823347432774/0.31761719100336117/4.742533615891752e-07/,0/
0,1.0120125944923825e-05/0.999980704110131/9.175763924210173e-06/,1.0120125944923825e-05/0.999980704110131/9.175763924210173e-06/,1/
0,0.9659332992730048/0.034066700715933596/1.106151338412374e-11/,0.9659332992730048/0.034066700715933596/1.106151338412374e-11/,0/
0,0.979041795774544/0.020958199946670957/4.278785059063538e-09/,0.979041795774544/0.020958199946670957/4.278785059063538e-09/,0/
0,0.6822762373159139/0.31771916461518424/4.598068901728529e-06/,0.6822762373159139/0.31771916461518424/4.598068901728529e-06/,0/
0,0.9136703559115453/0.08632963277695482/1.1311499731222895e-08/,0.9136703559115453/0.08632963277695482/1.1311499731222895e-08/,0/
0,0.007339098418910567/0.9926608613645904/4.021649900520925e-08/,0.007339098418910567/0.9926608613645904/4.021649900520925e-08/,1/
0,0.8974199101145027/0.1025800427999841/4.7085513076852155e-08/,0.8974199101145027/0.1025800427999841/4.7085513076852155e-08/,0/
0,0.9923749139633926/0.007625078404094093/7.63251325717259e-09/,0.9923749139633926/0.007625078404094093/7.63251325717259e-09/,0/
0,0.8751702269639797/0.12482976397943969/9.056580522447994e-09/,0.8751702269639797/0.12482976397943969/9.056580522447994e-09/,0/
0,0.9751171299962458/0.02488286999313038/1.0624048020364786e-11/,0.9751171299962458/0.02488286999313038/1.0624048020364786e-11/,0/
0,0.0001933230046087337/0.999805243363341/1.4336320502858515e-06/,0.0001933230046087337/0.999805243363341/1.4336320502858515e-06/,1/
0,0.9918420130487998/0.008157986937328117/1.3872044384512212e-11/,0.9918420130487998/0.008157986937328117/1.3872044384512212e-11/,0/
0,0.9994006508698339/0.000599349128690654/1.475466714519594e-12/,0.9994006508698339/0.000599349128690654/1.475466714519594e-12/,0/
0,0.9874100267900758/0.012589972228861419/9.81062899808172e-10/,0.9874100267900758/0.012589972228861419/9.81062899808172e-10/,0/
0,0.9838985424248606/0.016101457094018196/4.811211924837976e-10/,0.9838985424248606/0.016101457094018196/4.811211924837976e-10/,0/
0,7.909631408549056e-07/0.9910655861708623/0.008933622865997045/,7.909631408549056e-07/0.9910655861708623/0.008933622865997045/,1/
0,0.8690552521226949/0.13094474786520535/1.2099669573414474e-11/,0.8690552521226949/0.13094474786520535/1.2099669573414474e-11/,0/
0,0.9995717267549064/0.00042827324508793076/5.7238123788064146e-15/,0.9995717267549064/0.00042827324508793076/5.7238123788064146e-15/,0/
0,0.9999753530811935/2.464691880667305e-05/4.4945011265523187e-17/,0.9999753530811935/2.464691880667305e-05/4.4945011265523187e-17/,0/
0,0.998053973580467/0.0019460264160795126/3.4536478732911054e-12/,0.998053973580467/0.0019460264160795126/3.4536478732911054e-12/,0/
0,4.64979345782278e-12/3.02488166717325e-05/0.9999697511786784/,4.64979345782278e-12/3.02488166717325e-05/0.9999697511786784/,2/
0,6.287192243421042e-05/0.6918587254254457/0.30807840265211994/,6.287192243421042e-05/0.6918587254254457/0.30807840265211994/,1/
0,0.9954761683293314/0.0045238316705730475/9.546445382836912e-14/,0.9954761683293314/0.0045238316705730475/9.546445382836912e-14/,0/
