Real_Goal,Cost,Prob,Results
0,0.34715019023869903/0.32591356534203764/0.3269362444192634/,0.34715019023869903/0.32591356534203764/0.3269362444192634/,0/
0,0.34546061148787927/0.3268135834614595/0.32772580505066135/,0.34546061148787927/0.3268135834614595/0.32772580505066135/,0/
0,0.32260542607040493/0.3390311241420624/0.33836344978753263/,0.32260542607040493/0.3390311241420624/0.33836344978753263/,1/
0,0.32562331047772947/0.3374131518221724/0.3369635377000982/,0.32562331047772947/0.3374131518221724/0.3369635377000982/,1/
0,0.38180590590826413/0.3075415115098714/0.3106525825818645/,0.38180590590826413/0.3075415115098714/0.3106525825818645/,0/
0,0.3556130980638935/0.321411735864112/0.32297516607199456/,0.3556130980638935/0.321411735864112/0.32297516607199456/,0/
0,0.39815831663663626/0.2989274661965188/0.302914217166845/,0.39815831663663626/0.2989274661965188/0.302914217166845/,0/
0,0.3276606980005414/0.3363216858321697/0.33601761616728887/,0.3276606980005414/0.3363216858321697/0.33601761616728887/,1/
0,0.3295985845600307/0.33528414179831345/0.3351172736416559/,0.3295985845600307/0.33528414179831345/0.3351172736416559/,1/
0,0.3611693815209467/0.3184616335106074/0.32036898496844585/,0.3611693815209467/0.3184616335106074/0.32036898496844585/,0/
0,0.3131803831884229/0.34409387525687646/0.34272574155470065/,0.3131803831884229/0.34409387525687646/0.34272574155470065/,1/
0,0.3259192368257941/0.3372545770914247/0.3368261860827812/,0.3259192368257941/0.3372545770914247/0.3368261860827812/,1/
0,0.3818116092622638/0.3075385012516895/0.31064988948604666/,0.3818116092622638/0.3075385012516895/0.31064988948604666/,0/
0,0.3190341402846357/0.3409477229650866/0.34001813675027764/,0.3190341402846357/0.3409477229650866/0.34001813675027764/,1/
0,0.3354263776738816/0.33216751637839587/0.3324061059477226/,0.3354263776738816/0.33216751637839587/0.3324061059477226/,0/
0,0.3206915875318892/0.34005795966434227/0.33925045280376853/,0.3206915875318892/0.34005795966434227/0.33925045280376853/,1/
0,0.3234430691141127/0.3385818913129502/0.3379750395729371/,0.3234430691141127/0.3385818913129502/0.3379750395729371/,1/
0,0.33271677359535123/0.33361591412054586/0.33366731228410285/,0.33271677359535123/0.33361591412054586/0.33366731228410285/,2/
0,0.3413989380559863/0.3289789236337795/0.3296221383102341/,0.3413989380559863/0.3289789236337795/0.3296221383102341/,0/
0,0.35088176708851726/0.3239272829170461/0.3251909499944367/,0.35088176708851726/0.3239272829170461/0.3251909499944367/,0/
0,0.2940931263393813/0.3543942963175217/0.35151257734309704/,0.2940931263393813/0.3543942963175217/0.35151257734309704/,1/
0,0.3029948458230942/0.34958231137614837/0.3474228428007574/,0.3029948458230942/0.34958231137614837/0.3474228428007574/,1/
0,0.3325488600291529/0.3337057087039565/0.3337454312668907/,0.3325488600291529/0.3337057087039565/0.3337454312668907/,2/
0,0.3466049011543547/0.32620398819931495/0.3271911106463304/,0.3466049011543547/0.32620398819931495/0.3271911106463304/,0/
0,0.3211500575483105/0.33981192081399536/0.33903802163769414/,0.3211500575483105/0.33981192081399536/0.33903802163769414/,1/
0,0.3342027454718045/0.33282145793079176/0.3329757965974038/,0.3342027454718045/0.33282145793079176/0.3329757965974038/,0/
0,0.34486852374242205/0.3271290813258627/0.3280023949317153/,0.34486852374242205/0.3271290813258627/0.3280023949317153/,0/
0,0.32523735526815467/0.33761999060183245/0.3371426541300129/,0.32523735526815467/0.33761999060183245/0.3371426541300129/,1/
0,0.3520842284158949/0.3232876553621718/0.3246281162219333/,0.3520842284158949/0.3232876553621718/0.3246281162219333/,0/
0,0.3568930054543744/0.3207317854436339/0.3223752091019917/,0.3568930054543744/0.3207317854436339/0.3223752091019917/,0/
0,0.34657343336852653/0.32622074938787393/0.3272058172435995/,0.34657343336852653/0.32622074938787393/0.3272058172435995/,0/
0,0.31993919290681894/0.3404618092101627/0.3395989978830183/,0.31993919290681894/0.3404618092101627/0.3395989978830183/,1/
0,0.31871342940497555/0.3411199422246153/0.3401666283704091/,0.31871342940497555/0.3411199422246153/0.3401666283704091/,1/
0,0.3791960707406369/0.30891943500455543/0.3118844942548078/,0.3791960707406369/0.30891943500455543/0.3118844942548078/,0/
0,0.32274565879213696/0.3389559085068577/0.3382984327010052/,0.32274565879213696/0.3389559085068577/0.3382984327010052/,1/
0,0.3635582327237379/0.317194599130735/0.31924716814552717/,0.3635582327237379/0.317194599130735/0.31924716814552717/,0/
0,0.35515195982102726/0.32165677235884377/0.3231912678201289/,0.35515195982102726/0.32165677235884377/0.3231912678201289/,0/
0,0.3400909238203278/0.3296767732669869/0.3302323029126853/,0.3400909238203278/0.3296767732669869/0.3302323029126853/,0/
0,0.3738257160955247/0.31175762697357196/0.3144166569309033/,0.3738257160955247/0.31175762697357196/0.3144166569309033/,0/
0,0.36520898042792144/0.3163195101608421/0.3184715094112365/,0.36520898042792144/0.3163195101608421/0.3184715094112365/,0/
0,0.3562684516363988/0.32106355048899143/0.32266799787460976/,0.3562684516363988/0.32106355048899143/0.32266799787460976/,0/
0,0.3631029438950042/0.31743602120403996/0.31946103490095584/,0.3631029438950042/0.31743602120403996/0.31946103490095584/,0/
0,0.3418109236537572/0.3287591752205512/0.32942990112569154/,0.3418109236537572/0.3287591752205512/0.32942990112569154/,0/
0,0.34842573343005717/0.3252343772269213/0.32633988934302144/,0.34842573343005717/0.3252343772269213/0.32633988934302144/,0/
0,0.36986776125837784/0.31385181359511216/0.31628042514651/,0.36986776125837784/0.31385181359511216/0.31628042514651/,0/
0,0.30716323251962663/0.3473339803136707/0.34550278716670263/,0.30716323251962663/0.3473339803136707/0.34550278716670263/,1/
0,0.30433581606958265/0.3488586836654622/0.34680550026495516/,0.30433581606958265/0.3488586836654622/0.34680550026495516/,1/
