Real_Goal,Cost,Prob,Results
0,0.9517414166401221/0.04824597867017835/1.2604689699564186e-05/,0.9517414166401221/0.04824597867017835/1.2604689699564186e-05/,0/
0,0.44073596451338065/0.5479009457285061/0.011363089758113334/,0.44073596451338065/0.5479009457285061/0.011363089758113334/,1/
0,0.8622428868790524/0.1377530985766556/4.014544291930897e-06/,0.8622428868790524/0.1377530985766556/4.014544291930897e-06/,0/
0,0.9577130863690806/0.042286532210396285/3.814205231239989e-07/,0.9577130863690806/0.042286532210396285/3.814205231239989e-07/,0/
0,0.9515656162597593/0.048434076135428744/3.0760481202960254e-07/,0.9515656162597593/0.048434076135428744/3.0760481202960254e-07/,0/
0,0.9979972682737056/0.001994356395840292/8.375330454013983e-06/,0.9979972682737056/0.001994356395840292/8.375330454013983e-06/,0/
0,0.928812043903719/0.07118581485319585/2.1412430852260776e-06/,0.928812043903719/0.07118581485319585/2.1412430852260776e-06/,0/
0,0.6362255210371105/0.36376910510946686/5.3738534227016805e-06/,0.6362255210371105/0.36376910510946686/5.3738534227016805e-06/,0/
0,0.8286545094425192/0.17132732802382614/1.8162533654594876e-05/,0.8286545094425192/0.17132732802382614/1.8162533654594876e-05/,0/
0,0.9136990849116121/0.08538878139587194/0.0009121336925159283/,0.9136990849116121/0.08538878139587194/0.0009121336925159283/,0/
0,0.9889271973298236/0.011072796118833992/6.5513424077358595e-09/,0.9889271973298236/0.011072796118833992/6.5513424077358595e-09/,0/
0,0.9515159884461926/0.048479800667603615/4.210886203690355e-06/,0.9515159884461926/0.048479800667603615/4.210886203690355e-06/,0/
0,0.8916699701975473/0.10796955112975506/0.0003604786726976845/,0.8916699701975473/0.10796955112975506/0.0003604786726976845/,0/
0,0.9911346027043393/0.008865328644727293/6.865093335746841e-08/,0.9911346027043393/0.008865328644727293/6.865093335746841e-08/,0/
0,0.9762648056563028/0.023693520665516082/4.167367818108662e-05/,0.9762648056563028/0.023693520665516082/4.167367818108662e-05/,0/
0,0.005252392245428806/0.0054739348591391415/0.989273672895432/,0.005252392245428806/0.0054739348591391415/0.989273672895432/,2/
0,0.8159189352786176/0.1840355209016063/4.5543819776053004e-05/,0.8159189352786176/0.1840355209016063/4.5543819776053004e-05/,0/
0,0.955302708793775/0.044683602530304074/1.368867592102385e-05/,0.955302708793775/0.044683602530304074/1.368867592102385e-05/,0/
0,0.93136887011991/0.068630783894909/3.459851809455925e-07/,0.93136887011991/0.068630783894909/3.459851809455925e-07/,0/
0,0.8645268677651814/0.1354019053372369/7.122689758173385e-05/,0.8645268677651814/0.1354019053372369/7.122689758173385e-05/,0/
0,0.09441509079054354/0.00014691476155454525/0.905437994447902/,0.09441509079054354/0.00014691476155454525/0.905437994447902/,2/
0,0.09444567798914773/5.893573465176851e-05/0.9054953862762005/,0.09444567798914773/5.893573465176851e-05/0.9054953862762005/,2/
0,0.9879401178275697/5.3042230516181526e-05/0.012006839941913941/,0.9879401178275697/5.3042230516181526e-05/0.012006839941913941/,0/
0,0.995597114755908/0.004389297209425274/1.3588034666627626e-05/,0.995597114755908/0.004389297209425274/1.3588034666627626e-05/,0/
0,0.9714100711644142/0.02856491055725721/2.5018278328525297e-05/,0.9714100711644142/0.02856491055725721/2.5018278328525297e-05/,0/
0,0.9908975338987752/0.00910150103941134/9.650618134528568e-07/,0.9908975338987752/0.00910150103941134/9.650618134528568e-07/,0/
0,0.40779503826138175/0.5103621986069357/0.08184276313168269/,0.40779503826138175/0.5103621986069357/0.08184276313168269/,1/
0,0.28517680355120517/0.6063286409540501/0.1084945554947447/,0.28517680355120517/0.6063286409540501/0.1084945554947447/,1/
0,0.041229608012144425/0.47323768875176586/0.4855327032360897/,0.041229608012144425/0.47323768875176586/0.4855327032360897/,2/
0,0.17156669076468548/0.7059721954414924/0.12246111379382209/,0.17156669076468548/0.7059721954414924/0.12246111379382209/,1/
0,0.9201603050871505/0.07932320763967356/0.0005164872731758736/,0.9201603050871505/0.07932320763967356/0.0005164872731758736/,0/
0,0.9999996073625498/3.9263745016438857e-07/1.4249506896549341e-21/,0.9999996073625498/3.9263745016438857e-07/1.4249506896549341e-21/,0/
0,0.9907819372004563/0.009217659940577667/4.0285896592099385e-07/,0.9907819372004563/0.009217659940577667/4.0285896592099385e-07/,0/
0,0.9865371289800003/0.013462687704854044/1.8331514556837313e-07/,0.9865371289800003/0.013462687704854044/1.8331514556837313e-07/,0/
0,0.7349326409915345/0.26499884587807815/6.851313038733416e-05/,0.7349326409915345/0.26499884587807815/6.851313038733416e-05/,0/
0,0.9943465961090467/0.005652763652235425/6.402387178767711e-07/,0.9943465961090467/0.005652763652235425/6.402387178767711e-07/,0/
