Real_Goal,Cost,Prob,Results
0,0.5114894388654682/0.2844291653773197/0.20408139575721218/,0.5114894388654682/0.2844291653773197/0.20408139575721218/,0/
0,0.5247844098007188/0.27896648515091793/0.19624910504836318/,0.5247844098007188/0.27896648515091793/0.19624910504836318/,0/
0,0.4927377510656258/0.2919155386206131/0.2153467103137612/,0.4927377510656258/0.2919155386206131/0.2153467103137612/,0/
0,0.33910900282845885/0.34215527709658505/0.31873572007495604/,0.33910900282845885/0.34215527709658505/0.31873572007495604/,1/
0,0.13252828985743456/0.35670075921531846/0.510770950927247/,0.13252828985743456/0.35670075921531846/0.510770950927247/,2/
0,0.5161614670974997/0.28252395300034266/0.20131457990215768/,0.5161614670974997/0.28252395300034266/0.20131457990215768/,0/
0,0.4911006659069714/0.29255675031707085/0.21634258377595772/,0.4911006659069714/0.29255675031707085/0.21634258377595772/,0/
0,0.4608932028314757/0.3040198068429598/0.23508699032556454/,0.4608932028314757/0.3040198068429598/0.23508699032556454/,0/
0,0.39827391657034367/0.32538725472251645/0.27633882870714/,0.39827391657034367/0.32538725472251645/0.27633882870714/,0/
0,0.3589942268521086/0.33693227621479394/0.3040734969330975/,0.3589942268521086/0.33693227621479394/0.3040734969330975/,0/
0,0.5041777731902024/0.28737901666330906/0.20844321014648848/,0.5041777731902024/0.28737901666330906/0.20844321014648848/,0/
0,0.39830019278040285/0.325379021959326/0.2763207852602711/,0.39830019278040285/0.325379021959326/0.2763207852602711/,0/
0,0.3170720190153102/0.3474031586126833/0.3355248223720066/,0.3170720190153102/0.3474031586126833/0.3355248223720066/,1/
0,0.23523121432881935/0.36086192701428205/0.40390685865689857/,0.23523121432881935/0.36086192701428205/0.40390685865689857/,2/
0,0.14689478035236436/0.35944532962094683/0.4936598900266887/,0.14689478035236436/0.35944532962094683/0.4936598900266887/,2/
0,0.5065010183762613/0.28644594332938283/0.20705303829435598/,0.5065010183762613/0.28644594332938283/0.20705303829435598/,0/
0,0.46616593842595505/0.30207023122600885/0.2317638303480361/,0.46616593842595505/0.30207023122600885/0.2317638303480361/,0/
0,0.3949641552041193/0.3264190166589637/0.27861682813691696/,0.3949641552041193/0.3264190166589637/0.27861682813691696/,0/
0,0.23141871409394227/0.36120909327420253/0.4073721926318552/,0.23141871409394227/0.36120909327420253/0.4073721926318552/,2/
0,0.18555590199304345/0.36281041252201/0.4516336854849465/,0.18555590199304345/0.36281041252201/0.4516336854849465/,2/
0,0.5144715295496262/0.2832149120870248/0.20231355836334905/,0.5144715295496262/0.2832149120870248/0.20231355836334905/,0/
0,0.46891768427218644/0.30104402818179704/0.2300382875460166/,0.46891768427218644/0.30104402818179704/0.2300382875460166/,0/
0,0.44397291558137336/0.3101242832716762/0.2459028011469504/,0.44397291558137336/0.3101242832716762/0.2459028011469504/,0/
0,0.4179356685200165/0.31904785307334477/0.2630164784066388/,0.4179356685200165/0.31904785307334477/0.2630164784066388/,0/
0,0.38942776835302917/0.3281214332939818/0.28245079835298914/,0.38942776835302917/0.3281214332939818/0.28245079835298914/,0/
0,0.5161347322899735/0.28253489996423264/0.20133036774579385/,0.5161347322899735/0.28253489996423264/0.20133036774579385/,0/
0,0.5122231811867395/0.28413099500991806/0.20364582380334242/,0.5122231811867395/0.28413099500991806/0.20364582380334242/,0/
0,0.494917737422208/0.2910585675035575/0.21402369507423444/,0.494917737422208/0.2910585675035575/0.21402369507423444/,0/
0,0.4490318228197862/0.3083237116371952/0.24264446554301855/,0.4490318228197862/0.3083237116371952/0.24264446554301855/,0/
0,0.42107151848150143/0.3180043538090152/0.26092412770948337/,0.42107151848150143/0.3180043538090152/0.26092412770948337/,0/
0,0.518768340588203/0.28145406646128773/0.19977759295050934/,0.518768340588203/0.28145406646128773/0.19977759295050934/,0/
0,0.5133713607121357/0.28366362867917166/0.20296501060869265/,0.5133713607121357/0.28366362867917166/0.20296501060869265/,0/
0,0.5112655234874854/0.2845200800790759/0.20421439643343856/,0.5112655234874854/0.2845200800790759/0.20421439643343856/,0/
0,0.5158678507990812/0.28264415039084195/0.20148799881007703/,0.5158678507990812/0.28264415039084195/0.20148799881007703/,0/
0,0.5089359613959819/0.2854637771657496/0.20560026143826843/,0.5089359613959819/0.2854637771657496/0.20560026143826843/,0/
0,0.5166066894670243/0.28234157460342896/0.20105173592954678/,0.5166066894670243/0.28234157460342896/0.20105173592954678/,0/
0,0.49645731133249504/0.29045121047645267/0.2130914781910523/,0.49645731133249504/0.29045121047645267/0.2130914781910523/,0/
0,0.458692182307038/0.30482705464009185/0.2364807630528701/,0.458692182307038/0.30482705464009185/0.2364807630528701/,0/
0,0.3942798750534474/0.326631026951638/0.27908909799491466/,0.3942798750534474/0.326631026951638/0.27908909799491466/,0/
0,0.3482507384068826/0.33980922112116446/0.31194004047195295/,0.3482507384068826/0.33980922112116446/0.31194004047195295/,0/
0,0.516253954589398/0.28248607866152536/0.20125996674907648/,0.516253954589398/0.28248607866152536/0.20125996674907648/,0/
0,0.5220538176341073/0.2800987501978284/0.1978474321680643/,0.5220538176341073/0.2800987501978284/0.1978474321680643/,0/
0,0.5160434559945667/0.2825722705277434/0.20138427347768983/,0.5160434559945667/0.2825722705277434/0.20138427347768983/,0/
0,0.47348477557281515/0.2993277012996828/0.22718752312750218/,0.47348477557281515/0.2993277012996828/0.22718752312750218/,0/
0,0.4670064658877416/0.3017574090406914/0.23123612507156702/,0.4670064658877416/0.3017574090406914/0.23123612507156702/,0/
0,0.5266517756097382/0.2781891207325385/0.1951591036577234/,0.5266517756097382/0.2781891207325385/0.1951591036577234/,0/
0,0.5113993670489654/0.2844657409364214/0.2041348920146132/,0.5113993670489654/0.2844657409364214/0.2041348920146132/,0/
0,0.4939673349149581/0.29143261565895984/0.21460004942608205/,0.4939673349149581/0.29143261565895984/0.21460004942608205/,0/
0,0.47367606726466327/0.29925545765509853/0.2270684750802381/,0.47367606726466327/0.29925545765509853/0.2270684750802381/,0/
0,0.4740021249059686/0.2991322523340884/0.22686562275994296/,0.4740021249059686/0.2991322523340884/0.22686562275994296/,0/
0,0.48049509712187694/0.29666164231541786/0.22284326056270518/,0.48049509712187694/0.29666164231541786/0.22284326056270518/,0/
0,0.4666642964048393/0.30188482292453234/0.23145088067062844/,0.4666642964048393/0.30188482292453234/0.23145088067062844/,0/
0,0.46046954413945246/0.30417549031778424/0.23535496554276322/,0.46046954413945246/0.30417549031778424/0.23535496554276322/,0/
0,0.46681698061008337/0.3018279792349526/0.23135504015496397/,0.46681698061008337/0.3018279792349526/0.23135504015496397/,0/
0,0.47724981371679154/0.29790056248401936/0.22484962379918919/,0.47724981371679154/0.29790056248401936/0.22484962379918919/,0/
0,0.4251740090608549/0.31662606004023525/0.2581999308989098/,0.4251740090608549/0.31662606004023525/0.2581999308989098/,0/
0,0.42854008216301986/0.31548416730299655/0.25597575053398347/,0.42854008216301986/0.31548416730299655/0.25597575053398347/,0/
0,0.4331100077855331/0.3139181723531016/0.2529718198613652/,0.4331100077855331/0.3139181723531016/0.2529718198613652/,0/
0,0.4274249826823864/0.3158635420016634/0.2567114753159501/,0.4274249826823864/0.3158635420016634/0.2567114753159501/,0/
0,0.38797535074392536/0.32856313113420643/0.28346151812186826/,0.38797535074392536/0.32856313113420643/0.28346151812186826/,0/
0,0.4155642461663427/0.31983115142566176/0.2646046024079955/,0.4155642461663427/0.31983115142566176/0.2646046024079955/,0/
0,0.4118179247375075/0.32105827465389203/0.2671238006086006/,0.4118179247375075/0.32105827465389203/0.2671238006086006/,0/
0,0.3469590529613208/0.34014648337011355/0.31289446366856577/,0.3469590529613208/0.34014648337011355/0.31289446366856577/,0/
0,0.2757473349911429/0.35551567478317186/0.3687369902256852/,0.2757473349911429/0.35551567478317186/0.3687369902256852/,2/
0,0.27266712088261535/0.35602006986842333/0.37131280924896126/,0.27266712088261535/0.35602006986842333/0.37131280924896126/,2/
0,0.47531551813812073/0.2986351316403407/0.22604935022153863/,0.47531551813812073/0.2986351316403407/0.22604935022153863/,0/
0,0.46875245354410544/0.30110581580602624/0.2301417306498682/,0.46875245354410544/0.30110581580602624/0.2301417306498682/,0/
0,0.46728424264123375/0.30165390509807954/0.23106185226068662/,0.46728424264123375/0.30165390509807954/0.23106185226068662/,0/
0,0.47119913962810006/0.30018869128933307/0.22861216908256685/,0.47119913962810006/0.30018869128933307/0.22861216908256685/,0/
0,0.47528672365375174/0.2986460447473669/0.2260672315988813/,0.47528672365375174/0.2986460447473669/0.2260672315988813/,0/
0,0.4959978206902796/0.2906326629420693/0.21336951636765103/,0.4959978206902796/0.2906326629420693/0.21336951636765103/,0/
0,0.494802507848388/0.29110395412410883/0.2140935380275032/,0.494802507848388/0.29110395412410883/0.2140935380275032/,0/
0,0.4972007525705379/0.29015729351152847/0.21264195391793372/,0.4972007525705379/0.29015729351152847/0.21264195391793372/,0/
0,0.49515667282254056/0.29096442406567347/0.21387890311178598/,0.49515667282254056/0.29096442406567347/0.21387890311178598/,0/
0,0.48603287275300416/0.2945288990659372/0.21943822818105854/,0.48603287275300416/0.2945288990659372/0.21943822818105854/,0/
0,0.5037208888472214/0.28756204742052577/0.2087170637322528/,0.5037208888472214/0.28756204742052577/0.2087170637322528/,0/
0,0.49417269116776197/0.2913518511247775/0.21447545770746043/,0.49417269116776197/0.2913518511247775/0.21447545770746043/,0/
0,0.4813516689006948/0.2963332864278897/0.2223150446714154/,0.4813516689006948/0.2963332864278897/0.2223150446714154/,0/
0,0.4573356111175975/0.30532265060473274/0.23734173827766986/,0.4573356111175975/0.30532265060473274/0.23734173827766986/,0/
0,0.42377625941521163/0.3170973179588121/0.25912642262597635/,0.42377625941521163/0.3170973179588121/0.25912642262597635/,0/
0,0.48013525009237146/0.296799417134893/0.22306533277273566/,0.48013525009237146/0.296799417134893/0.22306533277273566/,0/
0,0.4234697270458259/0.31720043752965765/0.25932983542451643/,0.4234697270458259/0.31720043752965765/0.25932983542451643/,0/
0,0.3779131698616455/0.3315660262953226/0.290520803843032/,0.3779131698616455/0.3315660262953226/0.290520803843032/,0/
0,0.31738954289977056/0.34733181225349957/0.33527864484673/,0.31738954289977056/0.34733181225349957/0.33527864484673/,1/
0,0.22087696375779245/0.36201240768308407/0.41711062855912334/,0.22087696375779245/0.36201240768308407/0.41711062855912334/,2/
0,0.5069298958850764/0.28627326373837864/0.20679684037654497/,0.5069298958850764/0.28627326373837864/0.20679684037654497/,0/
0,0.5210527828775591/0.2805125101530693/0.19843470696937163/,0.5210527828775591/0.2805125101530693/0.19843470696937163/,0/
0,0.5228851819469789/0.2797545782751133/0.1973602397779079/,0.5228851819469789/0.2797545782751133/0.1973602397779079/,0/
0,0.51970507002546/0.2810684347315173/0.19922649524302277/,0.51970507002546/0.2810684347315173/0.19922649524302277/,0/
0,0.5134682140560027/0.2836241609794204/0.20290762496457673/,0.5134682140560027/0.2836241609794204/0.20290762496457673/,0/
