Real_Goal,Cost,Prob,Results
0,0.20297788228124589/0.27523616792581546/0.5217859497929386/,0.20297788228124589/0.27523616792581546/0.5217859497929386/,2/
0,0.4733109060513087/0.36063477268412947/0.1660543212645618/,0.4733109060513087/0.36063477268412947/0.1660543212645618/,0/
0,0.6457987335888921/0.3088678780708562/0.04533338834025164/,0.6457987335888921/0.3088678780708562/0.04533338834025164/,0/
0,0.664588921522241/0.2980547868226357/0.0373562916551233/,0.664588921522241/0.2980547868226357/0.0373562916551233/,0/
0,0.5302173227968365/0.3530366276692558/0.11674604953390764/,0.5302173227968365/0.3530366276692558/0.11674604953390764/,0/
0,0.17093963934229212/0.2509448572254426/0.5781155034322653/,0.17093963934229212/0.2509448572254426/0.5781155034322653/,2/
0,0.43439052876019446/0.3606279493790655/0.20498152186073995/,0.43439052876019446/0.3606279493790655/0.20498152186073995/,0/
0,0.5581510881602288/0.3459209784257559/0.09592793341401522/,0.5581510881602288/0.3459209784257559/0.09592793341401522/,0/
0,0.678031790702324/0.28972283188946846/0.032245377408207536/,0.678031790702324/0.28972283188946846/0.032245377408207536/,0/
0,0.4298044261514001/0.3603540551390775/0.20984151870952242/,0.4298044261514001/0.3603540551390775/0.20984151870952242/,0/
0,0.318762762435949/0.33644480603379573/0.34479243153025535/,0.318762762435949/0.33644480603379573/0.34479243153025535/,2/
0,0.33662972248656226/0.34252703738192813/0.3208432401315096/,0.33662972248656226/0.34252703738192813/0.3208432401315096/,1/
0,0.30499543942166346/0.33116704876341263/0.3638375118149238/,0.30499543942166346/0.33116704876341263/0.3638375118149238/,2/
0,0.5790406030159501/0.3391189216071172/0.08184047537693279/,0.5790406030159501/0.3391189216071172/0.08184047537693279/,0/
0,0.4502771392916831/0.3611333722226884/0.18858948848562848/,0.4502771392916831/0.3611333722226884/0.18858948848562848/,0/
0,0.34640637804508695/0.3454908954965667/0.30810272645834635/,0.34640637804508695/0.3454908954965667/0.30810272645834635/,0/
0,0.19172727509414833/0.2671107017166146/0.5411620231892371/,0.19172727509414833/0.2671107017166146/0.5411620231892371/,2/
0,0.5148703239503181/0.35598988341474885/0.12913979263493308/,0.5148703239503181/0.35598988341474885/0.12913979263493308/,0/
0,0.4537273404910294/0.36115182442170873/0.1851208350872617/,0.4537273404910294/0.36115182442170873/0.1851208350872617/,0/
0,0.44415308027889044/0.3610202326384509/0.1948266870826588/,0.44415308027889044/0.3610202326384509/0.1948266870826588/,0/
0,0.3193247525919749/0.33664927993552446/0.3440259674725006/,0.3193247525919749/0.33664927993552446/0.3440259674725006/,2/
0,0.1552158644775635/0.23765921993768843/0.607124915584748/,0.1552158644775635/0.23765921993768843/0.607124915584748/,2/
0,0.2889845324835245/0.3243748580488311/0.38664060946764434/,0.2889845324835245/0.3243748580488311/0.38664060946764434/,2/
0,0.6512614710886754/0.3058259018388652/0.04291262707245941/,0.6512614710886754/0.3058259018388652/0.04291262707245941/,0/
0,0.3050513495791389/0.33118952966999304/0.36375912075086814/,0.3050513495791389/0.33118952966999304/0.36375912075086814/,2/
0,0.27227521088516304/0.3165249414522926/0.4111998476625444/,0.27227521088516304/0.3165249414522926/0.4111998476625444/,2/
0,0.43220774493940944/0.3605047182187888/0.2072875368418017/,0.43220774493940944/0.3605047182187888/0.2072875368418017/,0/
0,0.6136458637557376/0.32504939101591457/0.061304745228347814/,0.6136458637557376/0.32504939101591457/0.061304745228347814/,0/
