Real_Goal,Cost,Prob,Results
0,0.004691273837197608/0.9952364151303805/7.231103242187606e-05/,0.004691273837197608/0.9952364151303805/7.231103242187606e-05/,1/
0,0.011562424131544779/0.9732525099172976/0.015185065951157518/,0.011562424131544779/0.9732525099172976/0.015185065951157518/,1/
0,0.00038955920188008105/0.5328269661767038/0.4667834746214162/,0.00038955920188008105/0.5328269661767038/0.4667834746214162/,1/
0,0.04672050196069544/0.8066242759826989/0.14665522205660556/,0.04672050196069544/0.8066242759826989/0.14665522205660556/,1/
0,0.7951831747189667/0.2026047868038383/0.0022120384771950074/,0.7951831747189667/0.2026047868038383/0.0022120384771950074/,0/
0,0.006471408872672094/0.9918597515711838/0.0016688395561440634/,0.006471408872672094/0.9918597515711838/0.0016688395561440634/,1/
0,0.28577296672141816/0.7141356511912413/9.138208734069342e-05/,0.28577296672141816/0.7141356511912413/9.138208734069342e-05/,1/
0,0.007942300863702675/0.9909689638347055/0.0010887353015920042/,0.007942300863702675/0.9909689638347055/0.0010887353015920042/,1/
0,0.017698591694447572/0.8639728210441923/0.11832858726136009/,0.017698591694447572/0.8639728210441923/0.11832858726136009/,1/
0,0.976363574689228/0.023579927523950148/5.6497786821756334e-05/,0.976363574689228/0.023579927523950148/5.6497786821756334e-05/,0/
0,0.9625027513344224/0.03749667210826852/5.765573091149671e-07/,0.9625027513344224/0.03749667210826852/5.765573091149671e-07/,0/
0,0.8178711950478335/0.18208815634006834/4.06486120982361e-05/,0.8178711950478335/0.18208815634006834/4.06486120982361e-05/,0/
0,0.02513252094943611/0.9300396638087401/0.04482781524182381/,0.02513252094943611/0.9300396638087401/0.04482781524182381/,1/
0,0.01038709875146998/0.9781148335405383/0.011498067707991673/,0.01038709875146998/0.9781148335405383/0.011498067707991673/,1/
0,0.21542888180427863/0.7717586880890087/0.012812430106712715/,0.21542888180427863/0.7717586880890087/0.012812430106712715/,1/
0,0.8929200958140349/0.10707591670081397/3.987485151091997e-06/,0.8929200958140349/0.10707591670081397/3.987485151091997e-06/,0/
0,0.9966851947224026/0.003314800375419982/4.90217734758804e-09/,0.9966851947224026/0.003314800375419982/4.90217734758804e-09/,0/
0,0.9976792682921084/0.0023207279165905178/3.791301218519143e-09/,0.9976792682921084/0.0023207279165905178/3.791301218519143e-09/,0/
0,0.12574807529139304/0.8728106845223921/0.0014412401862150556/,0.12574807529139304/0.8728106845223921/0.0014412401862150556/,1/
0,0.11528787254916191/0.8824768742883807/0.002235253162457425/,0.11528787254916191/0.8824768742883807/0.002235253162457425/,1/
0,0.9875292731721953/0.012470614287701673/1.1254010310551964e-07/,0.9875292731721953/0.012470614287701673/1.1254010310551964e-07/,0/
0,0.7140764555048228/0.2859181997663473/5.344728829936207e-06/,0.7140764555048228/0.2859181997663473/5.344728829936207e-06/,0/
0,0.000373290099959692/0.8237309171170727/0.17589579278296757/,0.000373290099959692/0.8237309171170727/0.17589579278296757/,1/
0,0.009315462025394702/0.9438809978759142/0.04680354009869127/,0.009315462025394702/0.9438809978759142/0.04680354009869127/,1/
0,0.16916010858029149/0.8291970318145425/0.0016428596051659265/,0.16916010858029149/0.8291970318145425/0.0016428596051659265/,1/
0,0.10982576851547002/0.8900398526806421/0.00013437880388789646/,0.10982576851547002/0.8900398526806421/0.00013437880388789646/,1/
0,0.014453108112268253/0.984885419273829/0.0006614726139027581/,0.014453108112268253/0.984885419273829/0.0006614726139027581/,1/
0,0.4390645544707991/0.5604256837846511/0.0005097617445498187/,0.4390645544707991/0.5604256837846511/0.0005097617445498187/,1/
0,0.8901008264904157/0.1098231351183023/7.603839128190872e-05/,0.8901008264904157/0.1098231351183023/7.603839128190872e-05/,0/
0,0.6853038775676032/0.31429984375119807/0.00039627868119873725/,0.6853038775676032/0.31429984375119807/0.00039627868119873725/,0/
0,0.999994092272475/5.907726895825319e-06/6.290786775653587e-13/,0.999994092272475/5.907726895825319e-06/6.290786775653587e-13/,0/
0,0.18890788520108887/0.8106636133345217/0.00042850146438926307/,0.18890788520108887/0.8106636133345217/0.00042850146438926307/,1/
0,0.0007511999516824318/0.8982578761195333/0.1009909239287843/,0.0007511999516824318/0.8982578761195333/0.1009909239287843/,1/
0,0.017500831884212847/0.7837460313510436/0.1987531367647436/,0.017500831884212847/0.7837460313510436/0.1987531367647436/,1/
0,0.18764983971222446/0.8078908909322664/0.004459269355509292/,0.18764983971222446/0.8078908909322664/0.004459269355509292/,1/
0,0.159693526641181/0.8383584742268636/0.001947999131955454/,0.159693526641181/0.8383584742268636/0.001947999131955454/,1/
0,0.996898849362308/0.003101148454411437/2.1832805545168645e-09/,0.996898849362308/0.003101148454411437/2.1832805545168645e-09/,0/
0,0.6694376663173722/0.3305612653198356/1.0683627921615128e-06/,0.6694376663173722/0.3305612653198356/1.0683627921615128e-06/,0/
0,0.1949141291561763/0.7892225556920139/0.015863315151809894/,0.1949141291561763/0.7892225556920139/0.015863315151809894/,1/
0,0.005833618732995358/0.9775655329973466/0.01660084826965823/,0.005833618732995358/0.9775655329973466/0.01660084826965823/,1/
0,7.69772743410509e-05/0.964720766159396/0.03520225656626303/,7.69772743410509e-05/0.964720766159396/0.03520225656626303/,1/
0,0.9935921225030638/0.006407437650445834/4.3984649020763423e-07/,0.9935921225030638/0.006407437650445834/4.3984649020763423e-07/,0/
0,0.6707673458159071/0.3291846504105874/4.800377350552358e-05/,0.6707673458159071/0.3291846504105874/4.800377350552358e-05/,0/
0,0.18932515377699352/0.8106146196523142/6.0226570692137064e-05/,0.18932515377699352/0.8106146196523142/6.0226570692137064e-05/,1/
0,0.28164104554340424/0.7163800716481447/0.0019788828084510734/,0.28164104554340424/0.7163800716481447/0.0019788828084510734/,1/
0,0.09468538279575028/0.9004579833933382/0.004856633810911599/,0.09468538279575028/0.9004579833933382/0.004856633810911599/,1/
0,0.9926894131445452/0.00731058118044697/5.675007833383307e-09/,0.9926894131445452/0.00731058118044697/5.675007833383307e-09/,0/
0,0.4592534801788872/0.5403704270269449/0.0003760927941678614/,0.4592534801788872/0.5403704270269449/0.0003760927941678614/,1/
0,0.04814324461452877/0.9005960178438895/0.05126073754158174/,0.04814324461452877/0.9005960178438895/0.05126073754158174/,1/
0,0.01518927787735639/0.9817784952237179/0.0030322268989256664/,0.01518927787735639/0.9817784952237179/0.0030322268989256664/,1/
0,0.9912942224946588/0.008705683868209135/9.363713191038292e-08/,0.9912942224946588/0.008705683868209135/9.363713191038292e-08/,0/
0,0.6440592683537391/0.3559010137167218/3.9717929539263384e-05/,0.6440592683537391/0.3559010137167218/3.9717929539263384e-05/,0/
0,0.22519323108031125/0.7738440433054617/0.0009627256142269208/,0.22519323108031125/0.7738440433054617/0.0009627256142269208/,1/
0,0.0019515671973365837/0.885213908525688/0.11283452427697539/,0.0019515671973365837/0.885213908525688/0.11283452427697539/,1/
0,0.002837805940434938/0.9601389625350855/0.037023231524479734/,0.002837805940434938/0.9601389625350855/0.037023231524479734/,1/
0,0.21736071683866146/0.7825844900024517/5.47931588868617e-05/,0.21736071683866146/0.7825844900024517/5.47931588868617e-05/,1/
0,0.09685814363467071/0.8955430591903599/0.0075987971749694036/,0.09685814363467071/0.8955430591903599/0.0075987971749694036/,1/
0,0.028148921708605328/0.9563280551313884/0.015523023160006104/,0.028148921708605328/0.9563280551313884/0.015523023160006104/,1/
0,0.507145658576814/0.4891758131644111/0.003678528258774936/,0.507145658576814/0.4891758131644111/0.003678528258774936/,0/
0,0.4201372736009175/0.5770164117103064/0.002846314688776064/,0.4201372736009175/0.5770164117103064/0.002846314688776064/,1/
0,0.9999998351671645/1.6483282033076842e-07/1.5189000371912598e-14/,0.9999998351671645/1.6483282033076842e-07/1.5189000371912598e-14/,0/
0,0.5590851803447705/0.44078981596592753/0.00012500368930202472/,0.5590851803447705/0.44078981596592753/0.00012500368930202472/,0/
0,0.1355456298930622/0.8547628646396608/0.009691505467277017/,0.1355456298930622/0.8547628646396608/0.009691505467277017/,1/
0,0.04739344363967345/0.9519829483097957/0.0006236080505308202/,0.04739344363967345/0.9519829483097957/0.0006236080505308202/,1/
0,0.8137266935442264/0.1861777900932213/9.551636255221622e-05/,0.8137266935442264/0.1861777900932213/9.551636255221622e-05/,0/
0,0.7887054748202557/0.21117440891372286/0.00012011626602138516/,0.7887054748202557/0.21117440891372286/0.00012011626602138516/,0/
0,0.33827005995083864/0.6617030708318551/2.6869217306261882e-05/,0.33827005995083864/0.6617030708318551/2.6869217306261882e-05/,1/
0,0.6086518402105965/0.39111453581153255/0.00023362397787090672/,0.6086518402105965/0.39111453581153255/0.00023362397787090672/,0/
0,0.9984943347769726/0.0015056267546942686/3.8468333252524637e-08/,0.9984943347769726/0.0015056267546942686/3.8468333252524637e-08/,0/
0,0.8930268403316668/0.1069147621211912/5.83975471419648e-05/,0.8930268403316668/0.1069147621211912/5.83975471419648e-05/,0/
0,8.81370553239536e-11/0.010642563184049316/0.9893574367278136/,8.81370553239536e-11/0.010642563184049316/0.9893574367278136/,2/
0,1.563672693307968e-08/0.161637818683412/0.838362165679861/,1.563672693307968e-08/0.161637818683412/0.838362165679861/,2/
0,9.378122127570351e-08/0.25207540218557917/0.7479245040331994/,9.378122127570351e-08/0.25207540218557917/0.7479245040331994/,2/
0,0.9183257240970167/0.08167404531542068/2.3058756270681006e-07/,0.9183257240970167/0.08167404531542068/2.3058756270681006e-07/,0/
0,0.9999875911825223/1.2405991965780343e-05/2.8255117501907866e-09/,0.9999875911825223/1.2405991965780343e-05/2.8255117501907866e-09/,0/
0,0.02432071660962397/0.9751778369587701/0.0005014464316059674/,0.02432071660962397/0.9751778369587701/0.0005014464316059674/,1/
0,0.07873423034704143/0.9209170841464794/0.0003486855064793002/,0.07873423034704143/0.9209170841464794/0.0003486855064793002/,1/
0,0.0661113953616084/0.9306633807577405/0.0032252238806511177/,0.0661113953616084/0.9306633807577405/0.0032252238806511177/,1/
0,0.5523749487802656/0.4473578104277478/0.0002672407919866543/,0.5523749487802656/0.4473578104277478/0.0002672407919866543/,0/
0,0.9424178895373345/0.05754171131030026/4.03991523652341e-05/,0.9424178895373345/0.05754171131030026/4.03991523652341e-05/,0/
0,0.2345393567768868/0.765438240647328/2.2402575785087205e-05/,0.2345393567768868/0.765438240647328/2.2402575785087205e-05/,1/
0,0.46091793317827096/0.5390787486605647/3.3181611643508275e-06/,0.46091793317827096/0.5390787486605647/3.3181611643508275e-06/,1/
