Real_Goal,Cost,Prob,Results
0,5.229129609413611e-07/1.211736345602216e-05/0.9999873597235831/,5.229129609413611e-07/1.211736345602216e-05/0.9999873597235831/,2/
0,4.728169084838762e-05/0.00037823992501485215/0.9995744783841368/,4.728169084838762e-05/0.00037823992501485215/0.9995744783841368/,2/
0,0.35040932417912546/0.06763446993750913/0.5819562058833655/,0.35040932417912546/0.06763446993750913/0.5819562058833655/,2/
0,0.8636787869518989/0.13566235718056358/0.000658855867537566/,0.8636787869518989/0.13566235718056358/0.000658855867537566/,0/
0,0.9590423215259841/0.04095686093035564/8.175436602634356e-07/,0.9590423215259841/0.04095686093035564/8.175436602634356e-07/,0/
0,0.00242278444466782/0.007612508121803555/0.9899647074335286/,0.00242278444466782/0.007612508121803555/0.9899647074335286/,2/
0,0.17719979273192132/0.6558277901521151/0.16697241711596353/,0.17719979273192132/0.6558277901521151/0.16697241711596353/,1/
0,0.7313218574491276/0.2685701315477731/0.00010801100309929807/,0.7313218574491276/0.2685701315477731/0.00010801100309929807/,0/
0,0.9676017617680513/0.032397931745009635/3.064869388265181e-07/,0.9676017617680513/0.032397931745009635/3.064869388265181e-07/,0/
0,0.9977741606823389/0.0022258200167997286/1.930086124640581e-08/,0.9977741606823389/0.0022258200167997286/1.930086124640581e-08/,0/
0,0.0026892839059653143/0.0012175598798340194/0.9960931562142008/,0.0026892839059653143/0.0012175598798340194/0.9960931562142008/,2/
0,0.16733981138830933/0.007494047457722043/0.8251661411539686/,0.16733981138830933/0.007494047457722043/0.8251661411539686/,2/
0,0.4109591467657015/0.060105229515907514/0.528935623718391/,0.4109591467657015/0.060105229515907514/0.528935623718391/,2/
0,0.7238870282680328/0.1892849006812203/0.08682807105074691/,0.7238870282680328/0.1892849006812203/0.08682807105074691/,0/
0,0.8146367166441186/0.17609461498885773/0.009268668367023742/,0.8146367166441186/0.17609461498885773/0.009268668367023742/,0/
0,0.01365826320013952/0.005991296631900621/0.9803504401679598/,0.01365826320013952/0.005991296631900621/0.9803504401679598/,2/
0,0.6415577608964267/0.03840103877518982/0.3200412003283834/,0.6415577608964267/0.03840103877518982/0.3200412003283834/,0/
0,0.9745352081236544/0.012664715071976303/0.012800076804369525/,0.9745352081236544/0.012664715071976303/0.012800076804369525/,0/
0,0.7170952003375369/0.24927826167147005/0.03362653799099301/,0.7170952003375369/0.24927826167147005/0.03362653799099301/,0/
0,0.6363010430894701/0.35268002874888243/0.011018928161647441/,0.6363010430894701/0.35268002874888243/0.011018928161647441/,0/
0,0.0013176844447466503/0.0009555794006640033/0.9977267361545894/,0.0013176844447466503/0.0009555794006640033/0.9977267361545894/,2/
0,0.07600824801197899/0.01160303044060471/0.9123887215474162/,0.07600824801197899/0.01160303044060471/0.9123887215474162/,2/
0,0.30592218165768403/0.045146838750637935/0.648930979591678/,0.30592218165768403/0.045146838750637935/0.648930979591678/,2/
0,0.23250989424254812/0.6455745813737258/0.1219155243837261/,0.23250989424254812/0.6455745813737258/0.1219155243837261/,1/
0,0.15571450936887607/0.7830140019976988/0.061271488633425276/,0.15571450936887607/0.7830140019976988/0.061271488633425276/,1/
0,3.2184406058663125e-06/2.709138858168271e-05/0.9999696901708124/,3.2184406058663125e-06/2.709138858168271e-05/0.9999696901708124/,2/
0,0.6947664655498073/0.010869006991600608/0.29436452745859226/,0.6947664655498073/0.010869006991600608/0.29436452745859226/,0/
0,0.02124409380921312/0.009569469041512995/0.9691864371492738/,0.02124409380921312/0.009569469041512995/0.9691864371492738/,2/
0,0.2690475567899883/0.6256937614064538/0.10525868180355774/,0.2690475567899883/0.6256937614064538/0.10525868180355774/,1/
0,0.5631591572390969/0.42816827126522056/0.008672571495682563/,0.5631591572390969/0.42816827126522056/0.008672571495682563/,0/
0,0.002348180378887529/0.0007856977190621525/0.9968661219020503/,0.002348180378887529/0.0007856977190621525/0.9968661219020503/,2/
0,0.00022910962507084937/0.0002194502710190895/0.99955144010391/,0.00022910962507084937/0.0002194502710190895/0.99955144010391/,2/
0,0.07413178635471036/0.004161715655787074/0.9217064979895027/,0.07413178635471036/0.004161715655787074/0.9217064979895027/,2/
0,0.9636651398285067/0.035233956125470985/0.0011009040460223636/,0.9636651398285067/0.035233956125470985/0.0011009040460223636/,0/
0,0.792003928340962/0.2079351629375023/6.090872153561316e-05/,0.792003928340962/0.2079351629375023/6.090872153561316e-05/,0/
0,0.00025540190470539707/0.00015855353257970627/0.9995860445627148/,0.00025540190470539707/0.00015855353257970627/0.9995860445627148/,2/
0,0.9090705591532425/0.007410541973805572/0.0835188988729519/,0.9090705591532425/0.007410541973805572/0.0835188988729519/,0/
0,0.9951301827125592/0.003123287484084236/0.0017465298033565897/,0.9951301827125592/0.003123287484084236/0.0017465298033565897/,0/
0,0.9208844706508871/0.07596623329678345/0.003149296052329402/,0.9208844706508871/0.07596623329678345/0.003149296052329402/,0/
0,0.6233911755613796/0.3743690376889212/0.002239786749699231/,0.6233911755613796/0.3743690376889212/0.002239786749699231/,0/
0,0.009825150240440951/0.0005267332998064499/0.9896481164597526/,0.009825150240440951/0.0005267332998064499/0.9896481164597526/,2/
0,0.8532572366740693/0.004179571596696547/0.1425631917292342/,0.8532572366740693/0.004179571596696547/0.1425631917292342/,0/
0,0.9299261882005281/0.007138450777976842/0.062935361021495/,0.9299261882005281/0.007138450777976842/0.062935361021495/,0/
0,0.811409234119834/0.1302454272465413/0.058345338633624656/,0.811409234119834/0.1302454272465413/0.058345338633624656/,0/
0,0.9577893588426197/0.04165669808495066/0.0005539430724295074/,0.9577893588426197/0.04165669808495066/0.0005539430724295074/,0/
0,0.19608970262832487/0.003151949731381366/0.8007583476402937/,0.19608970262832487/0.003151949731381366/0.8007583476402937/,2/
0,0.9832350100669228/0.0017300697434980618/0.015034920189578995/,0.9832350100669228/0.0017300697434980618/0.015034920189578995/,0/
0,0.999003916224747/0.0008484381660095297/0.00014764560924345174/,0.999003916224747/0.0008484381660095297/0.00014764560924345174/,0/
0,0.9846747608288485/0.014696143371201686/0.0006290957999496405/,0.9846747608288485/0.014696143371201686/0.0006290957999496405/,0/
0,0.918320056081864/0.08121661348368325/0.00046333043445274214/,0.918320056081864/0.08121661348368325/0.00046333043445274214/,0/
0,0.0027963395049941274/0.0007418261750166045/0.9964618343199892/,0.0027963395049941274/0.0007418261750166045/0.9964618343199892/,2/
0,0.0631824995807383/0.010346254465040963/0.9264712459542207/,0.0631824995807383/0.010346254465040963/0.9264712459542207/,2/
0,0.919270384682888/0.035680832526044225/0.04504878279106788/,0.919270384682888/0.035680832526044225/0.04504878279106788/,0/
0,0.892568476178573/0.10682655911686093/0.0006049647045659405/,0.892568476178573/0.10682655911686093/0.0006049647045659405/,0/
0,0.3859697268901767/0.6057380588708537/0.008292214238969493/,0.3859697268901767/0.6057380588708537/0.008292214238969493/,1/
0,0.1361492743507195/0.005432584081235195/0.8584181415680453/,0.1361492743507195/0.005432584081235195/0.8584181415680453/,2/
0,0.07906936204546569/0.007139818513555614/0.9137908194409787/,0.07906936204546569/0.007139818513555614/0.9137908194409787/,2/
0,0.32019172204175006/0.023376730774731926/0.656431547183518/,0.32019172204175006/0.023376730774731926/0.656431547183518/,2/
0,0.7442223932261267/0.19440761971417178/0.061369987059701654/,0.7442223932261267/0.19440761971417178/0.061369987059701654/,0/
0,0.8298138880918331/0.15301863084928596/0.017167481058881058/,0.8298138880918331/0.15301863084928596/0.017167481058881058/,0/
0,0.7764660814437967/0.009668261086114864/0.2138656574700885/,0.7764660814437967/0.009668261086114864/0.2138656574700885/,0/
0,0.9998684933057703/0.00012637646031519212/5.130233914478551e-06/,0.9998684933057703/0.00012637646031519212/5.130233914478551e-06/,0/
0,0.9999998291171494/1.70882805086746e-07/4.5563978771250716e-14/,0.9999998291171494/1.70882805086746e-07/4.5563978771250716e-14/,0/
0,0.9999997496925161/2.503074830095771e-07/8.565260300396866e-16/,0.9999997496925161/2.503074830095771e-07/8.565260300396866e-16/,0/
0,0.9993134948089794/0.0006864524860454996/5.2704975271780305e-08/,0.9993134948089794/0.0006864524860454996/5.2704975271780305e-08/,0/
0,0.004966191468048194/0.0009669728265267769/0.994066835705425/,0.004966191468048194/0.0009669728265267769/0.994066835705425/,2/
0,0.0067119223467489095/0.0005410859211245254/0.9927469917321265/,0.0067119223467489095/0.0005410859211245254/0.9927469917321265/,2/
0,0.5226966938939538/0.011277246152230459/0.46602605995381563/,0.5226966938939538/0.011277246152230459/0.46602605995381563/,0/
0,0.9999999997556372/2.443628201547898e-10/2.1594477514067095e-22/,0.9999999997556372/2.443628201547898e-10/2.1594477514067095e-22/,0/
0,0.9999996614987396/3.385012604422222e-07/4.2865000269802183e-17/,0.9999996614987396/3.385012604422222e-07/4.2865000269802183e-17/,0/
0,0.18206921214814795/0.014728335018878805/0.8032024528329733/,0.18206921214814795/0.014728335018878805/0.8032024528329733/,2/
0,0.7960399622476728/0.009950392965507027/0.19400964478682017/,0.7960399622476728/0.009950392965507027/0.19400964478682017/,0/
0,0.9950405667483461/0.0019287868156286244/0.003030646436025371/,0.9950405667483461/0.0019287868156286244/0.003030646436025371/,0/
0,0.999999999051399/9.486009893997101e-10/4.984105322916479e-21/,0.999999999051399/9.486009893997101e-10/4.984105322916479e-21/,0/
0,0.9921952040362821/0.007762389543877059/4.2406419840758927e-05/,0.9921952040362821/0.007762389543877059/4.2406419840758927e-05/,0/
0,0.9552714437417911/0.005306127498325957/0.03942242875988313/,0.9552714437417911/0.005306127498325957/0.03942242875988313/,0/
0,0.9966513881927882/0.0022504699251920117/0.0010981418820197669/,0.9966513881927882/0.0022504699251920117/0.0010981418820197669/,0/
0,0.9984371330030994/0.0014569878168568548/0.00010587918004356352/,0.9984371330030994/0.0014569878168568548/0.00010587918004356352/,0/
0,0.9828978641496509/0.012583321419826302/0.004518814430522779/,0.9828978641496509/0.012583321419826302/0.004518814430522779/,0/
0,0.9562257105006227/0.04143371774046539/0.0023405717589120075/,0.9562257105006227/0.04143371774046539/0.0023405717589120075/,0/
0,0.052038065521104494/0.009938843493408468/0.938023090985487/,0.052038065521104494/0.009938843493408468/0.938023090985487/,2/
0,0.8420054968094327/0.05733109129122914/0.10066341189933808/,0.8420054968094327/0.05733109129122914/0.10066341189933808/,0/
0,0.9579708065269423/0.038095594614171294/0.003933598858886306/,0.9579708065269423/0.038095594614171294/0.003933598858886306/,0/
0,0.9784580481027372/0.021497424913293303/4.45269839697615e-05/,0.9784580481027372/0.021497424913293303/4.45269839697615e-05/,0/
0,0.8378099841198993/0.1613546983049186/0.0008353175751821655/,0.8378099841198993/0.1613546983049186/0.0008353175751821655/,0/
0,0.208116819971013/0.018219904950268477/0.7736632750787186/,0.208116819971013/0.018219904950268477/0.7736632750787186/,2/
0,0.9919618054869539/0.007906940413260616/0.00013125409978542103/,0.9919618054869539/0.007906940413260616/0.00013125409978542103/,0/
0,0.8789795883951017/0.10347562452129946/0.01754478708359879/,0.8789795883951017/0.10347562452129946/0.01754478708359879/,0/
0,0.8910164926548145/0.10740098370641002/0.0015825236387753906/,0.8910164926548145/0.10740098370641002/0.0015825236387753906/,0/
0,0.6812992444749286/0.318391533167582/0.00030922235748942316/,0.6812992444749286/0.318391533167582/0.00030922235748942316/,0/
0,3.4411996240156207e-05/4.9528985668604215e-05/0.9999160590180911/,3.4411996240156207e-05/4.9528985668604215e-05/0.9999160590180911/,2/
0,0.0006819054478356183/0.0005955269559537773/0.9987225675962106/,0.0006819054478356183/0.0005955269559537773/0.9987225675962106/,2/
0,0.01172566821782472/0.0022599325943881044/0.9860143991877871/,0.01172566821782472/0.0022599325943881044/0.9860143991877871/,2/
0,0.5215615860847427/0.10780014576594246/0.37063826814931494/,0.5215615860847427/0.10780014576594246/0.37063826814931494/,0/
0,0.5374992129656415/0.40626526758521797/0.05623551944914046/,0.5374992129656415/0.40626526758521797/0.05623551944914046/,0/
0,2.4089516236355916e-07/6.830036199358639e-06/0.9999929290686382/,2.4089516236355916e-07/6.830036199358639e-06/0.9999929290686382/,2/
0,2.6254531160603946e-06/5.333324300500344e-05/0.999944041303879/,2.6254531160603946e-06/5.333324300500344e-05/0.999944041303879/,2/
0,0.003560899997027632/0.004929124277830775/0.9915099757251415/,0.003560899997027632/0.004929124277830775/0.9915099757251415/,2/
0,0.8411637017859919/0.09274969310854214/0.06608660510546593/,0.8411637017859919/0.09274969310854214/0.06608660510546593/,0/
0,0.08426064424883288/0.37668819633686174/0.5390511594143054/,0.08426064424883288/0.37668819633686174/0.5390511594143054/,2/
0,2.1407091698425133e-07/5.621693209513265e-06/0.9999941642358734/,2.1407091698425133e-07/5.621693209513265e-06/0.9999941642358734/,2/
0,0.001013349146200781/0.0005731300373158574/0.9984135208164833/,0.001013349146200781/0.0005731300373158574/0.9984135208164833/,2/
0,0.17305411393060383/0.017844258591572952/0.8091016274778232/,0.17305411393060383/0.017844258591572952/0.8091016274778232/,2/
0,0.4321451007743483/0.1756076909227157/0.39224720830293597/,0.4321451007743483/0.1756076909227157/0.39224720830293597/,0/
0,0.06334814571897378/0.8755911160649164/0.061060738216109925/,0.06334814571897378/0.8755911160649164/0.061060738216109925/,1/
0,3.748141652671039e-05/5.128328007988221e-05/0.9999112353033935/,3.748141652671039e-05/5.128328007988221e-05/0.9999112353033935/,2/
0,0.01861834151362936/0.0035689623134762243/0.9778126961728943/,0.01861834151362936/0.0035689623134762243/0.9778126961728943/,2/
0,0.11771497948108968/0.02508055101188687/0.8572044695070234/,0.11771497948108968/0.02508055101188687/0.8572044695070234/,2/
0,0.5670764925218742/0.16136947966018328/0.2715540278179425/,0.5670764925218742/0.16136947966018328/0.2715540278179425/,0/
0,0.957301511669827/0.04206838795028803/0.0006301003798850125/,0.957301511669827/0.04206838795028803/0.0006301003798850125/,0/
0,1.5197834785750967e-05/5.870148163756676e-05/0.9999261006835767/,1.5197834785750967e-05/5.870148163756676e-05/0.9999261006835767/,2/
0,0.20757208518817064/0.01239280102151919/0.7800351137903101/,0.20757208518817064/0.01239280102151919/0.7800351137903101/,2/
0,0.8909948295248996/0.018140856879941634/0.09086431359515874/,0.8909948295248996/0.018140856879941634/0.09086431359515874/,0/
0,0.05952234832118079/0.7712595162638884/0.16921813541493086/,0.05952234832118079/0.7712595162638884/0.16921813541493086/,1/
0,0.060636647034463725/0.8591181180342085/0.08024523493132785/,0.060636647034463725/0.8591181180342085/0.08024523493132785/,1/
0,6.909074845923229e-05/8.998891482681002e-05/0.999840920336714/,6.909074845923229e-05/8.998891482681002e-05/0.999840920336714/,2/
0,0.025673128429368097/0.0020295460678844157/0.9722973255027474/,0.025673128429368097/0.0020295460678844157/0.9722973255027474/,2/
0,0.9323878362061307/0.002800395989671166/0.06481176780419809/,0.9323878362061307/0.002800395989671166/0.06481176780419809/,0/
0,0.9797842339590409/0.008252362786674022/0.01196340325428511/,0.9797842339590409/0.008252362786674022/0.01196340325428511/,0/
0,0.9729396862780648/0.025229984204540666/0.0018303295173945318/,0.9729396862780648/0.025229984204540666/0.0018303295173945318/,0/
0,0.03296255382188199/0.0023220188553258725/0.9647154273227923/,0.03296255382188199/0.0023220188553258725/0.9647154273227923/,2/
0,0.9994985518817455/0.0003616043988361562/0.00013984371941845895/,0.9994985518817455/0.0003616043988361562/0.00013984371941845895/,0/
0,0.9912880403911977/0.007844853088027104/0.0008671065207753627/,0.9912880403911977/0.007844853088027104/0.0008671065207753627/,0/
0,0.5651323137921961/0.39901425489853115/0.03585343130927267/,0.5651323137921961/0.39901425489853115/0.03585343130927267/,0/
0,0.7664126083417772/0.23303759420958936/0.0005497974486333957/,0.7664126083417772/0.23303759420958936/0.0005497974486333957/,0/
0,6.47002798196293e-05/0.00012713363369098245/0.9998081660864894/,6.47002798196293e-05/0.00012713363369098245/0.9998081660864894/,2/
0,0.048687039430633614/0.006484227300691152/0.9448287332686753/,0.048687039430633614/0.006484227300691152/0.9448287332686753/,2/
0,0.8815536687366013/0.018855116984438577/0.09959121427896017/,0.8815536687366013/0.018855116984438577/0.09959121427896017/,0/
0,0.9890083023535131/0.007612449776592583/0.0033792478698943637/,0.9890083023535131/0.007612449776592583/0.0033792478698943637/,0/
0,0.9260908239213136/0.06501275822876515/0.008896417849921148/,0.9260908239213136/0.06501275822876515/0.008896417849921148/,0/
0,4.591043779225995e-06/2.012815381812287e-05/0.9999752808024027/,4.591043779225995e-06/2.012815381812287e-05/0.9999752808024027/,2/
0,0.000755622056481915/0.0005231867876543924/0.9987211911558638/,0.000755622056481915/0.0005231867876543924/0.9987211911558638/,2/
0,0.020732336679134346/0.0017699801365791822/0.9774976831842865/,0.020732336679134346/0.0017699801365791822/0.9774976831842865/,2/
0,0.9074252089092504/0.04418926610132418/0.048385524989425395/,0.9074252089092504/0.04418926610132418/0.048385524989425395/,0/
0,0.9369851306382968/0.061162777025204264/0.0018520923364989063/,0.9369851306382968/0.061162777025204264/0.0018520923364989063/,0/
0,2.2425058635910578e-07/1.0715656309410722e-05/0.9999890600931042/,2.2425058635910578e-07/1.0715656309410722e-05/0.9999890600931042/,2/
0,0.0021458211104984797/0.003436291452611397/0.9944178874368902/,0.0021458211104984797/0.003436291452611397/0.9944178874368902/,2/
0,0.00047098527560714707/0.007694869113310407/0.9918341456110824/,0.00047098527560714707/0.007694869113310407/0.9918341456110824/,2/
0,0.0004723056124827087/0.04311412888251485/0.9564135655050026/,0.0004723056124827087/0.04311412888251485/0.9564135655050026/,2/
0,0.10151743363060407/0.8860708075746128/0.01241175879478301/,0.10151743363060407/0.8860708075746128/0.01241175879478301/,1/
0,6.416678553688115e-07/7.0788239608004e-06/0.9999922795081838/,6.416678553688115e-07/7.0788239608004e-06/0.9999922795081838/,2/
0,3.358551306948647e-06/1.98953095690809e-05/0.9999767461391239/,3.358551306948647e-06/1.98953095690809e-05/0.9999767461391239/,2/
0,5.2071231916362366e-06/8.46987344227023e-05/0.9999100941423856/,5.2071231916362366e-06/8.46987344227023e-05/0.9999100941423856/,2/
0,0.0008580154992039255/0.0016630042894890797/0.997478980211307/,0.0008580154992039255/0.0016630042894890797/0.997478980211307/,2/
0,0.0358823920463742/0.6055798207117458/0.3585377872418801/,0.0358823920463742/0.6055798207117458/0.3585377872418801/,1/
0,3.825310403657359e-08/1.512733495652608e-06/0.9999984490134003/,3.825310403657359e-08/1.512733495652608e-06/0.9999984490134003/,2/
0,2.8325440059826316e-09/6.544704858379409e-07/0.9999993426969702/,2.8325440059826316e-09/6.544704858379409e-07/0.9999993426969702/,2/
0,8.899747035224968e-07/1.640153129573567e-05/0.9999827084940008/,8.899747035224968e-07/1.640153129573567e-05/0.9999827084940008/,2/
