Real_Goal,Cost,Prob,Results
0,0.00695972766969446/0.11068409935693885/0.8823561729733667/,0.00695972766969446/0.11068409935693885/0.8823561729733667/,2/
0,0.030803871413871232/0.35263706100996434/0.6165590675761645/,0.030803871413871232/0.35263706100996434/0.6165590675761645/,2/
0,0.3988906192902856/0.3465679427544565/0.254541437955258/,0.3988906192902856/0.3465679427544565/0.254541437955258/,0/
0,0.8066413121961011/0.1916308079474735/0.0017278798564253647/,0.8066413121961011/0.1916308079474735/0.0017278798564253647/,0/
0,0.9600388311448593/0.03995844786347403/2.7209916666193754e-06/,0.9600388311448593/0.03995844786347403/2.7209916666193754e-06/,0/
0,0.8222048912263455/0.16788573026208758/0.009909378511566846/,0.8222048912263455/0.16788573026208758/0.009909378511566846/,0/
0,0.798098845551004/0.20001987784661038/0.001881276602385594/,0.798098845551004/0.20001987784661038/0.001881276602385594/,0/
0,0.8900299434506598/0.109968379753209/1.6767961313505755e-06/,0.8900299434506598/0.109968379753209/1.6767961313505755e-06/,0/
0,0.9932912242795288/0.006708775477916233/2.425551629148742e-10/,0.9932912242795288/0.006708775477916233/2.425551629148742e-10/,0/
0,0.9968727042093557/0.0031272948545429434/9.361012975382554e-10/,0.9968727042093557/0.0031272948545429434/9.361012975382554e-10/,0/
0,0.17497178629948276/0.32554864003470785/0.49947957366580936/,0.17497178629948276/0.32554864003470785/0.49947957366580936/,2/
0,0.40649616904998354/0.1235720940072513/0.46993173694276513/,0.40649616904998354/0.1235720940072513/0.46993173694276513/,2/
0,0.7061465521978496/0.11647990139779286/0.1773735464043577/,0.7061465521978496/0.11647990139779286/0.1773735464043577/,0/
0,0.7282753692079545/0.22633766672640507/0.04538696406564034/,0.7282753692079545/0.22633766672640507/0.04538696406564034/,0/
0,0.608671163889854/0.36356661560470105/0.027762220505444923/,0.608671163889854/0.36356661560470105/0.027762220505444923/,0/
0,0.7824527742054386/0.16995415548980525/0.047593070304756124/,0.7824527742054386/0.16995415548980525/0.047593070304756124/,0/
0,0.9001632432746899/0.08706304097943292/0.012773715745877023/,0.9001632432746899/0.08706304097943292/0.012773715745877023/,0/
0,0.8941209648156553/0.09163570298867653/0.0142433321956681/,0.8941209648156553/0.09163570298867653/0.0142433321956681/,0/
0,0.5476010766305683/0.360400698477212/0.09199822489221965/,0.5476010766305683/0.360400698477212/0.09199822489221965/,0/
0,0.5452499948165048/0.44276254285152983/0.011987462331965305/,0.5452499948165048/0.44276254285152983/0.011987462331965305/,0/
0,0.30356061457661315/0.26544230480052755/0.4309970806228592/,0.30356061457661315/0.26544230480052755/0.4309970806228592/,2/
0,0.8145509793730846/0.11106347831650716/0.07438554231040838/,0.8145509793730846/0.11106347831650716/0.07438554231040838/,0/
0,0.7378470931563879/0.1150437370350866/0.14710916980852545/,0.7378470931563879/0.1150437370350866/0.14710916980852545/,0/
0,0.8751352087302298/0.11652766505442132/0.008337126215348887/,0.8751352087302298/0.11652766505442132/0.008337126215348887/,0/
0,0.82313532952896/0.17044513186625723/0.006419538604782845/,0.82313532952896/0.17044513186625723/0.006419538604782845/,0/
0,0.00015126819533332452/0.005956166140145518/0.9938925656645212/,0.00015126819533332452/0.005956166140145518/0.9938925656645212/,2/
