Real_Goal,Cost,Prob,Results
0,2.7872856088416486e-06/0.08110689084023613/0.918890321874155/,2.7872856088416486e-06/0.08110689084023613/0.918890321874155/,2/
0,2.2153166528524426e-05/0.8017155084274129/0.19826233840605845/,2.2153166528524426e-05/0.8017155084274129/0.19826233840605845/,1/
0,0.003013656487482359/0.9959087428037036/0.001077600708814183/,0.003013656487482359/0.9959087428037036/0.001077600708814183/,1/
0,0.14617460334489998/0.8538078397956631/1.7556859436726843e-05/,0.14617460334489998/0.8538078397956631/1.7556859436726843e-05/,1/
0,0.9940923802858915/0.005907619688873593/2.523479100023512e-11/,0.9940923802858915/0.005907619688873593/2.523479100023512e-11/,0/
0,1.5247858729573682e-07/0.20150764627796686/0.7984922012434459/,1.5247858729573682e-07/0.20150764627796686/0.7984922012434459/,2/
0,0.00019308017525727458/0.9969988397137739/0.002808080110968885/,0.00019308017525727458/0.9969988397137739/0.002808080110968885/,1/
0,0.007481554115495245/0.9925137965601146/4.649324390282754e-06/,0.007481554115495245/0.9925137965601146/4.649324390282754e-06/,1/
0,0.09736529189106653/0.9026252745667266/9.433542206777134e-06/,0.09736529189106653/0.9026252745667266/9.433542206777134e-06/,1/
0,0.41707482547051045/0.5829229336548196/2.2408746698634077e-06/,0.41707482547051045/0.5829229336548196/2.2408746698634077e-06/,1/
0,3.581746211640848e-05/0.9773989008311375/0.022565281706746237/,3.581746211640848e-05/0.9773989008311375/0.022565281706746237/,1/
0,9.186731053181483e-06/0.976528485426447/0.023462327842499867/,9.186731053181483e-06/0.976528485426447/0.023462327842499867/,1/
0,4.8174006235892794e-05/0.5364892158275304/0.4634626101662337/,4.8174006235892794e-05/0.5364892158275304/0.4634626101662337/,1/
0,0.20930862551078008/0.7840150866056569/0.006676287883562999/,0.20930862551078008/0.7840150866056569/0.006676287883562999/,1/
0,0.8929322655319771/0.10706770920298651/2.5265036325366855e-08/,0.8929322655319771/0.10706770920298651/2.5265036325366855e-08/,0/
0,8.993194757184847e-10/0.0006185620787111552/0.9993814370219692/,8.993194757184847e-10/0.0006185620787111552/0.9993814370219692/,2/
0,1.2577393026915382e-09/0.0013589284364140175/0.9986410703058467/,1.2577393026915382e-09/0.0013589284364140175/0.9986410703058467/,2/
0,0.00032710189918341495/0.9439826859963331/0.05569021210448356/,0.00032710189918341495/0.9439826859963331/0.05569021210448356/,1/
0,0.009400513108445403/0.9765617367082327/0.014037750183321785/,0.009400513108445403/0.9765617367082327/0.014037750183321785/,1/
0,0.6222435121756288/0.3777427652742952/1.3722550076012897e-05/,0.6222435121756288/0.3777427652742952/1.3722550076012897e-05/,0/
0,0.13520848482563455/0.8647915073391976/7.835167804794614e-09/,0.13520848482563455/0.8647915073391976/7.835167804794614e-09/,1/
0,0.9975239958394643/0.002476004079843885/8.069186966101315e-11/,0.9975239958394643/0.002476004079843885/8.069186966101315e-11/,0/
0,0.9997971090952505/0.00020289079854733498/1.0620209142356143e-10/,0.9997971090952505/0.00020289079854733498/1.0620209142356143e-10/,0/
