Real_Goal,Cost,Prob,Results
0,0.4879316458451545/0.5120682644106477/8.974419789403364e-08/,0.4879316458451545/0.5120682644106477/8.974419789403364e-08/,1/
0,0.39528608296702805/0.6046890045688129/2.491246415908817e-05/,0.39528608296702805/0.6046890045688129/2.491246415908817e-05/,1/
0,0.8815874302766106/0.1184124562764981/1.1344689131094423e-07/,0.8815874302766106/0.1184124562764981/1.1344689131094423e-07/,0/
0,0.9871500407666611/0.012849953535090124/5.698248581465978e-09/,0.9871500407666611/0.012849953535090124/5.698248581465978e-09/,0/
0,0.9907818310118662/0.009218165888692226/3.0994414835070772e-09/,0.9907818310118662/0.009218165888692226/3.0994414835070772e-09/,0/
0,0.8927695291570792/0.1072303939081695/7.693475142275294e-08/,0.8927695291570792/0.1072303939081695/7.693475142275294e-08/,0/
0,0.01966625070860934/0.9803260928288509/7.65646253971482e-06/,0.01966625070860934/0.9803260928288509/7.65646253971482e-06/,1/
0,0.022650166981856824/0.9773497791049159/5.391322716947301e-08/,0.022650166981856824/0.9773497791049159/5.391322716947301e-08/,1/
0,0.21014321693019788/0.7898506939441136/6.089125688516527e-06/,0.21014321693019788/0.7898506939441136/6.089125688516527e-06/,1/
0,0.6228205561771607/0.37644382715310365/0.0007356166697357065/,0.6228205561771607/0.37644382715310365/0.0007356166697357065/,0/
0,0.11139678372978841/0.888603157338676/5.89315356165452e-08/,0.11139678372978841/0.888603157338676/5.89315356165452e-08/,1/
0,0.2403021487042326/0.7596902654945256/7.585801241888567e-06/,0.2403021487042326/0.7596902654945256/7.585801241888567e-06/,1/
0,0.8609633312968746/0.1390251142848074/1.1554418317977388e-05/,0.8609633312968746/0.1390251142848074/1.1554418317977388e-05/,0/
0,0.9800360081629289/0.01996396925301002/2.258406095435574e-08/,0.9800360081629289/0.01996396925301002/2.258406095435574e-08/,0/
0,0.9792863792633922/0.020709069315944788/4.551420662936628e-06/,0.9792863792633922/0.020709069315944788/4.551420662936628e-06/,0/
0,0.35394374312577054/0.6447590776852294/0.0012971791889999566/,0.35394374312577054/0.6447590776852294/0.0012971791889999566/,1/
0,0.3902079597751989/0.6097920351937377/5.031063458907383e-09/,0.3902079597751989/0.6097920351937377/5.031063458907383e-09/,1/
0,0.8068335061865302/0.19316517592178387/1.3178916860828729e-06/,0.8068335061865302/0.19316517592178387/1.3178916860828729e-06/,0/
0,0.959699852517232/0.040300143570391224/3.912376821816411e-09/,0.959699852517232/0.040300143570391224/3.912376821816411e-09/,0/
0,0.962953255419684/0.037042599312095845/4.145268220128649e-06/,0.962953255419684/0.037042599312095845/4.145268220128649e-06/,0/
0,0.0022525403687394833/0.26794611818997016/0.7298013414412904/,0.0022525403687394833/0.26794611818997016/0.7298013414412904/,2/
0,0.1935081273064695/0.6622214131605569/0.1442704595329735/,0.1935081273064695/0.6622214131605569/0.1442704595329735/,1/
0,0.007590614857728592/0.6278072466030858/0.3646021385391856/,0.007590614857728592/0.6278072466030858/0.3646021385391856/,1/
0,0.8904177489824423/0.10958197549944586/2.755181119366382e-07/,0.8904177489824423/0.10958197549944586/2.755181119366382e-07/,0/
0,0.5969244481225682/0.40280434769819906/0.0002712041792327158/,0.5969244481225682/0.40280434769819906/0.0002712041792327158/,0/
0,0.9304411085983458/0.06955889080437849/5.972757320427633e-10/,0.9304411085983458/0.06955889080437849/5.972757320427633e-10/,0/
0,0.1483898299811452/0.8514215250476447/0.0001886449712101509/,0.1483898299811452/0.8514215250476447/0.0001886449712101509/,1/
0,0.31405803578279523/0.6859100470499829/3.191716722185898e-05/,0.31405803578279523/0.6859100470499829/3.191716722185898e-05/,1/
0,0.007563001652780677/0.9608048801633389/0.031632118183880426/,0.007563001652780677/0.9608048801633389/0.031632118183880426/,1/
0,0.017967120754964882/0.9500910506789209/0.031941828566114244/,0.017967120754964882/0.9500910506789209/0.031941828566114244/,1/
0,0.8751884080476959/0.12481155628009806/3.5672205902953294e-08/,0.8751884080476959/0.12481155628009806/3.5672205902953294e-08/,0/
0,0.9999978900164068/2.109983593036497e-06/4.887292701965388e-18/,0.9999978900164068/2.109983593036497e-06/4.887292701965388e-18/,0/
0,0.9945621808384525/0.005437817407304798/1.754242759162598e-09/,0.9945621808384525/0.005437817407304798/1.754242759162598e-09/,0/
0,0.9985968500196576/0.0014031498456748516/1.346674947189965e-10/,0.9985968500196576/0.0014031498456748516/1.346674947189965e-10/,0/
0,0.9284912868843027/0.07150758204625902/1.1310694383885282e-06/,0.9284912868843027/0.07150758204625902/1.1310694383885282e-06/,0/
0,0.9960872154090269/0.003912784496516983/9.445627900640576e-11/,0.9960872154090269/0.003912784496516983/9.445627900640576e-11/,0/
0,0.9656109176829086/0.03438907505371677/7.263374600685352e-09/,0.9656109176829086/0.03438907505371677/7.263374600685352e-09/,0/
0,0.5518326600212522/0.44816674355421376/5.964245340454072e-07/,0.5518326600212522/0.44816674355421376/5.964245340454072e-07/,0/
0,0.5241451946756563/0.4758444934219048/1.031190243884332e-05/,0.5241451946756563/0.4758444934219048/1.031190243884332e-05/,0/
0,0.6800186305321387/0.3199808109611434/5.585067179496445e-07/,0.6800186305321387/0.3199808109611434/5.585067179496445e-07/,0/
0,0.832135706305009/0.1678616469200608/2.646774930223107e-06/,0.832135706305009/0.1678616469200608/2.646774930223107e-06/,0/
0,0.027347180765331814/0.8926722963335867/0.07998052290108139/,0.027347180765331814/0.8926722963335867/0.07998052290108139/,1/
0,0.1560002173169889/0.45827454041426996/0.3857252422687411/,0.1560002173169889/0.45827454041426996/0.3857252422687411/,1/
0,0.9207211261930416/0.07916309540593058/0.0001157784010278041/,0.9207211261930416/0.07916309540593058/0.0001157784010278041/,0/
0,0.9798878507971935/0.020105829405960486/6.3197968460914455e-06/,0.9798878507971935/0.020105829405960486/6.3197968460914455e-06/,0/
0,0.21575676493144816/0.45994078161169644/0.3243024534568554/,0.21575676493144816/0.45994078161169644/0.3243024534568554/,1/
0,0.033198604267707835/0.48058154197332803/0.4862198537589641/,0.033198604267707835/0.48058154197332803/0.4862198537589641/,2/
0,0.08897978213789356/0.9110202172072709/6.548355873436615e-10/,0.08897978213789356/0.9110202172072709/6.548355873436615e-10/,1/
0,0.862234667061199/0.1377653304531743/2.485626709921682e-09/,0.862234667061199/0.1377653304531743/2.485626709921682e-09/,0/
0,0.9954657835218806/0.004534016924040185/1.9955407911918448e-07/,0.9954657835218806/0.004534016924040185/1.9955407911918448e-07/,0/
0,0.14696395904533033/0.7417412589732292/0.11129478198144047/,0.14696395904533033/0.7417412589732292/0.11129478198144047/,1/
0,0.0983332607541634/0.8988666789149463/0.0028000603308902337/,0.0983332607541634/0.8988666789149463/0.0028000603308902337/,1/
0,0.9250444303416888/0.07495556754361458/2.11469652583976e-09/,0.9250444303416888/0.07495556754361458/2.11469652583976e-09/,0/
0,0.999608844818667/0.0003911551808011191/5.3200088344928e-13/,0.999608844818667/0.0003911551808011191/5.3200088344928e-13/,0/
0,0.9985390299240287/0.001460969539873508/5.360978983391878e-10/,0.9985390299240287/0.001460969539873508/5.360978983391878e-10/,0/
0,0.16146442778947454/0.8385355450855919/2.712493356820281e-08/,0.16146442778947454/0.8385355450855919/2.712493356820281e-08/,1/
0,0.964592342392674/0.03540765750702782/1.0029831876901498e-10/,0.964592342392674/0.03540765750702782/1.0029831876901498e-10/,0/
0,0.9866762597101192/0.013323726077276471/1.4212604276358143e-08/,0.9866762597101192/0.013323726077276471/1.4212604276358143e-08/,0/
0,0.9174938980034302/0.08249331419294396/1.2787803625799635e-05/,0.9174938980034302/0.08249331419294396/1.2787803625799635e-05/,0/
0,0.9665664740618377/0.03343301452647875/5.114116837253446e-07/,0.9665664740618377/0.03343301452647875/5.114116837253446e-07/,0/
0,0.4294946846663713/0.5705052065821361/1.0875149252105633e-07/,0.4294946846663713/0.5705052065821361/1.0875149252105633e-07/,1/
0,0.9766136352684333/0.023386364638148405/9.341848994789448e-11/,0.9766136352684333/0.023386364638148405/9.341848994789448e-11/,0/
0,0.9947065139097168/0.0052934851432538035/9.470294394024048e-10/,0.9947065139097168/0.0052934851432538035/9.470294394024048e-10/,0/
0,0.7599238496637689/0.24003561853744393/4.053179878717638e-05/,0.7599238496637689/0.24003561853744393/4.053179878717638e-05/,0/
0,0.8368652780178392/0.16313047252477336/4.249457387422623e-06/,0.8368652780178392/0.16313047252477336/4.249457387422623e-06/,0/
0,0.2744410246983448/0.7243749933145247/0.0011839819871305255/,0.2744410246983448/0.7243749933145247/0.0011839819871305255/,1/
0,0.998101737621889/0.0018982623750435385/3.067398286651283e-12/,0.998101737621889/0.0018982623750435385/3.067398286651283e-12/,0/
0,0.9992403537014529/0.000759646289698915/8.84817815385345e-12/,0.9992403537014529/0.000759646289698915/8.84817815385345e-12/,0/
0,0.9849259349694443/0.01507406492229102/1.0826462627962763e-10/,0.9849259349694443/0.01507406492229102/1.0826462627962763e-10/,0/
0,0.9892675205047823/0.010732478834844003/6.603736500747186e-10/,0.9892675205047823/0.010732478834844003/6.603736500747186e-10/,0/
0,0.2779838517862701/0.722009550440085/6.597773644978385e-06/,0.2779838517862701/0.722009550440085/6.597773644978385e-06/,1/
0,0.5145641119541211/0.48543559076605514/2.9727982376389414e-07/,0.5145641119541211/0.48543559076605514/2.9727982376389414e-07/,0/
0,0.7725328479677743/0.22746334769684487/3.8043353806467856e-06/,0.7725328479677743/0.22746334769684487/3.8043353806467856e-06/,0/
0,0.7074503691143852/0.2925495132552543/1.1763036047670294e-07/,0.7074503691143852/0.2925495132552543/1.1763036047670294e-07/,0/
0,0.9189243030432246/0.08107466724718113/1.029709594347785e-06/,0.9189243030432246/0.08107466724718113/1.029709594347785e-06/,0/
0,0.9970129765112283/0.0029870231491951386/3.3957673491221775e-10/,0.9970129765112283/0.0029870231491951386/3.3957673491221775e-10/,0/
0,0.9150603061168198/0.08493964347306254/5.041011761410103e-08/,0.9150603061168198/0.08493964347306254/5.041011761410103e-08/,0/
0,0.9898739530358526/0.010126045197166634/1.7669807858773302e-09/,0.9898739530358526/0.010126045197166634/1.7669807858773302e-09/,0/
0,0.9659012448392319/0.03409813133764262/6.238231254815602e-07/,0.9659012448392319/0.03409813133764262/6.238231254815602e-07/,0/
0,0.6842941418612656/0.3157050280844164/8.300543179367307e-07/,0.6842941418612656/0.3157050280844164/8.300543179367307e-07/,0/
0,0.9493824027814127/0.05061754523241535/5.1986171928695716e-08/,0.9493824027814127/0.05061754523241535/5.1986171928695716e-08/,0/
0,0.9897782502894067/0.010221749510229384/2.003640673146672e-10/,0.9897782502894067/0.010221749510229384/2.003640673146672e-10/,0/
0,0.9910402680102772/0.008959728790003294/3.1997196103082512e-09/,0.9910402680102772/0.008959728790003294/3.1997196103082512e-09/,0/
0,0.9994767426137738/0.0005232573843899453/1.8361304918383447e-12/,0.9994767426137738/0.0005232573843899453/1.8361304918383447e-12/,0/
0,0.9748644686880031/0.02513544469815615/8.661384066978386e-08/,0.9748644686880031/0.02513544469815615/8.661384066978386e-08/,0/
0,0.16436964399321152/0.8339883841152049/0.0016419718915835332/,0.16436964399321152/0.8339883841152049/0.0016419718915835332/,1/
0,0.060985885014390465/0.9389832000335588/3.0914952050618296e-05/,0.060985885014390465/0.9389832000335588/3.0914952050618296e-05/,1/
0,0.08996251576848546/0.9098627148016027/0.0001747694299118277/,0.08996251576848546/0.9098627148016027/0.0001747694299118277/,1/
0,0.8883485896478969/0.11165130208274844/1.0826935461197519e-07/,0.8883485896478969/0.11165130208274844/1.0826935461197519e-07/,0/
0,0.31576755550051866/0.6842059878030456/2.6456696435591815e-05/,0.31576755550051866/0.6842059878030456/2.6456696435591815e-05/,1/
0,0.1387040224927173/0.8612959401456335/3.736164916849612e-08/,0.1387040224927173/0.8612959401456335/3.736164916849612e-08/,1/
0,0.7083701056896156/0.29162959749292/2.9681746443882796e-07/,0.7083701056896156/0.29162959749292/2.9681746443882796e-07/,0/
0,0.795419532571603/0.20457936819040823/1.0992379887323436e-06/,0.795419532571603/0.20457936819040823/1.0992379887323436e-06/,0/
0,0.09723190627129087/0.9023844693275167/0.00038362440119245664/,0.09723190627129087/0.9023844693275167/0.00038362440119245664/,1/
0,0.9646146459360344/0.03538466827898586/6.857849796742391e-07/,0.9646146459360344/0.03538466827898586/6.857849796742391e-07/,0/
0,0.9654600735096537/0.03453992550147925/9.888671409179775e-10/,0.9654600735096537/0.03453992550147925/9.888671409179775e-10/,0/
0,0.9999998655815122/1.3441848791691804e-07/8.243472357067539e-22/,0.9999998655815122/1.3441848791691804e-07/8.243472357067539e-22/,0/
0,0.999729654342457/0.0002703456575209427/2.2230170104690575e-14/,0.999729654342457/0.0002703456575209427/2.2230170104690575e-14/,0/
0,0.9998913876423433/0.00010861235740643344/2.501315688258934e-13/,0.9998913876423433/0.00010861235740643344/2.501315688258934e-13/,0/
0,0.9976613390766942/0.002338660266242148/6.57063660780488e-10/,0.9976613390766942/0.002338660266242148/6.57063660780488e-10/,0/
0,0.528849128815131/0.45739804147684066/0.013752829708028397/,0.528849128815131/0.45739804147684066/0.013752829708028397/,0/
0,0.5063621681434675/0.4808958402137416/0.012741991642790947/,0.5063621681434675/0.4808958402137416/0.012741991642790947/,0/
0,0.2540804476024346/0.745918034895526/1.5175020392186488e-06/,0.2540804476024346/0.745918034895526/1.5175020392186488e-06/,1/
0,0.04858477730227048/0.94953802189326/0.0018772008044696277/,0.04858477730227048/0.94953802189326/0.0018772008044696277/,1/
0,0.9535622903093347/0.04643732639622223/3.8329444309622793e-07/,0.9535622903093347/0.04643732639622223/3.8329444309622793e-07/,0/
0,0.7118496248990298/0.288150351070678/2.403029206157537e-08/,0.7118496248990298/0.288150351070678/2.403029206157537e-08/,0/
0,0.5648501536337321/0.4351493071544426/5.392118251914361e-07/,0.5648501536337321/0.4351493071544426/5.392118251914361e-07/,0/
0,0.7992293087273751/0.2007703947142112/2.965584138674353e-07/,0.7992293087273751/0.2007703947142112/2.965584138674353e-07/,0/
0,0.9197688204289081/0.08023093847616887/2.410949230004453e-07/,0.9197688204289081/0.08023093847616887/2.410949230004453e-07/,0/
0,0.8193307803319361/0.1806691648996279/5.476843599288556e-08/,0.8193307803319361/0.1806691648996279/5.476843599288556e-08/,0/
0,0.012734904431614806/0.1500038771051476/0.8372612184632376/,0.012734904431614806/0.1500038771051476/0.8372612184632376/,2/
0,0.9132501876155245/0.08674699643559602/2.815948879481994e-06/,0.9132501876155245/0.08674699643559602/2.815948879481994e-06/,0/
0,0.953041823899718/0.04695809341071429/8.268956752436064e-08/,0.953041823899718/0.04695809341071429/8.268956752436064e-08/,0/
0,0.9776739019261004/0.022325154364602785/9.437092968222205e-07/,0.9776739019261004/0.022325154364602785/9.437092968222205e-07/,0/
0,0.4575663990050893/0.5424326010736145/9.999212963050514e-07/,0.4575663990050893/0.5424326010736145/9.999212963050514e-07/,1/
0,0.9942051102930954/0.005794889218938544/4.879660106987458e-10/,0.9942051102930954/0.005794889218938544/4.879660106987458e-10/,0/
0,0.6151758375940604/0.384824162271381/1.3455860434920983e-10/,0.6151758375940604/0.384824162271381/1.3455860434920983e-10/,0/
0,0.003321511495276787/0.9961266554949688/0.0005518330097543391/,0.003321511495276787/0.9961266554949688/0.0005518330097543391/,1/
0,0.8929504309160619/0.10704925109510703/3.1798883104099756e-07/,0.8929504309160619/0.10704925109510703/3.1798883104099756e-07/,0/
0,0.989095514356592/0.010904460423084997/2.522032305383207e-08/,0.989095514356592/0.010904460423084997/2.522032305383207e-08/,0/
0,0.7604548012726264/0.2394502304127572/9.496831461642264e-05/,0.7604548012726264/0.2394502304127572/9.496831461642264e-05/,0/
0,0.9872539715629085/0.012746007957376234/2.0479715359404018e-08/,0.9872539715629085/0.012746007957376234/2.0479715359404018e-08/,0/
0,0.9540995633368592/0.04589983070955745/6.059535833155435e-07/,0.9540995633368592/0.04589983070955745/6.059535833155435e-07/,0/
0,0.34769930807420574/0.652268914760087/3.17771657072723e-05/,0.34769930807420574/0.652268914760087/3.17771657072723e-05/,1/
0,0.9883032916745215/0.011696706465400115/1.8600783983050339e-09/,0.9883032916745215/0.011696706465400115/1.8600783983050339e-09/,0/
0,0.9939984419957338/0.006001557518326953/4.859391240074479e-10/,0.9939984419957338/0.006001557518326953/4.859391240074479e-10/,0/
0,0.9941706139632978/0.00582938602898664/7.715558288932999e-12/,0.9941706139632978/0.00582938602898664/7.715558288932999e-12/,0/
0,0.351098151554256/0.6488979710632031/3.87738254082451e-06/,0.351098151554256/0.6488979710632031/3.87738254082451e-06/,1/
0,0.8238273577586266/0.17617263280333373/9.43803957257032e-09/,0.8238273577586266/0.17617263280333373/9.43803957257032e-09/,0/
0,0.9969829181044427/0.003017080298823416/1.5967338372246526e-09/,0.9969829181044427/0.003017080298823416/1.5967338372246526e-09/,0/
0,0.9979896441001169/0.0020103551196370127/7.802460715921641e-10/,0.9979896441001169/0.0020103551196370127/7.802460715921641e-10/,0/
0,0.9491250311018298/0.050874904846075444/6.405209476210722e-08/,0.9491250311018298/0.050874904846075444/6.405209476210722e-08/,0/
0,0.9572514767404208/0.042726383072405165/2.214018717387728e-05/,0.9572514767404208/0.042726383072405165/2.214018717387728e-05/,0/
0,0.9539007157530447/0.04609837535621964/9.088907355886674e-07/,0.9539007157530447/0.04609837535621964/9.088907355886674e-07/,0/
0,0.7712833588075513/0.22871476983822991/1.8713542189477853e-06/,0.7712833588075513/0.22871476983822991/1.8713542189477853e-06/,0/
0,0.9726644762432641/0.027140542645163333/0.0001949811115725212/,0.9726644762432641/0.027140542645163333/0.0001949811115725212/,0/
0,0.9970956697733449/0.0029043302264489357/2.0622835597582247e-13/,0.9970956697733449/0.0029043302264489357/2.0622835597582247e-13/,0/
0,1.0/1.0394856485573457e-26/2.3565522790711664e-53/,1.0/1.0394856485573457e-26/2.3565522790711664e-53/,0/
0,0.9999920377140185/7.962285977494206e-06/4.038598061875158e-15/,0.9999920377140185/7.962285977494206e-06/4.038598061875158e-15/,0/
0,0.9044654892968778/0.09553341633397329/1.0943691488777508e-06/,0.9044654892968778/0.09553341633397329/1.0943691488777508e-06/,0/
0,0.8309019235931394/0.16909806484713844/1.1559722111705447e-08/,0.8309019235931394/0.16909806484713844/1.1559722111705447e-08/,0/
0,0.03622100263461009/0.9637785262661318/4.710992580641879e-07/,0.03622100263461009/0.9637785262661318/4.710992580641879e-07/,1/
0,0.01185375205112631/0.987708380987704/0.00043786696116967307/,0.01185375205112631/0.987708380987704/0.00043786696116967307/,1/
0,0.4370634998379803/0.562853973125796/8.252703622370002e-05/,0.4370634998379803/0.562853973125796/8.252703622370002e-05/,1/
0,0.9461150077787004/0.05386367554591375/2.131667538591242e-05/,0.9461150077787004/0.05386367554591375/2.131667538591242e-05/,0/
0,0.6312859754470791/0.36871402271637643/1.8365445101275394e-09/,0.6312859754470791/0.36871402271637643/1.8365445101275394e-09/,0/
0,0.00199700037155857/0.9979920598152014/1.0939813239993777e-05/,0.00199700037155857/0.9979920598152014/1.0939813239993777e-05/,1/
0,0.06283053896474822/0.9371045704138511/6.48906214006794e-05/,0.06283053896474822/0.9371045704138511/6.48906214006794e-05/,1/
0,0.833841376537385/0.16615353124758117/5.092215033846009e-06/,0.833841376537385/0.16615353124758117/5.092215033846009e-06/,0/
0,0.34285030372672554/0.6507729837056664/0.00637671256760807/,0.34285030372672554/0.6507729837056664/0.00637671256760807/,1/
1,0.21481806168664555/0.7851818885153729/4.979798179749317e-08/,0.21481806168664555/0.7851818885153729/4.979798179749317e-08/,1/
1,0.019540005880291412/0.9804309738145894/2.9020305119128023e-05/,0.019540005880291412/0.9804309738145894/2.9020305119128023e-05/,1/
1,0.6662591834592131/0.3337307070382114/1.0109502575496044e-05/,0.6662591834592131/0.3337307070382114/1.0109502575496044e-05/,0/
1,0.20939511826441257/0.7903333335777747/0.0002715481578127062/,0.20939511826441257/0.7903333335777747/0.0002715481578127062/,1/
1,0.3154362475517948/0.6838902271966453/0.0006735252515599807/,0.3154362475517948/0.6838902271966453/0.0006735252515599807/,1/
1,0.07505302419117248/0.6086847482643095/0.3162622275445181/,0.07505302419117248/0.6086847482643095/0.3162622275445181/,1/
1,0.3667429987691648/0.5719964930638717/0.06126050816696362/,0.3667429987691648/0.5719964930638717/0.06126050816696362/,1/
1,0.013130081373916868/0.3764262696849364/0.6104436489411467/,0.013130081373916868/0.3764262696849364/0.6104436489411467/,2/
1,0.002679666419304253/0.9973203301082835/3.4724123185529116e-09/,0.002679666419304253/0.9973203301082835/3.4724123185529116e-09/,1/
1,0.00046838436291345766/0.8985667493709402/0.10096486626614642/,0.00046838436291345766/0.8985667493709402/0.10096486626614642/,1/
1,0.4211865697463892/0.578813423454219/6.799391801614549e-09/,0.4211865697463892/0.578813423454219/6.799391801614549e-09/,1/
1,0.047133028203947526/0.9351763908778712/0.017690580918181254/,0.047133028203947526/0.9351763908778712/0.017690580918181254/,1/
1,0.6776214501947804/0.29886972412429597/0.02350882568092364/,0.6776214501947804/0.29886972412429597/0.02350882568092364/,0/
1,0.014555688422011388/0.7012409394458413/0.28420337213214725/,0.014555688422011388/0.7012409394458413/0.28420337213214725/,1/
1,0.0030767989974478604/0.6187624944342555/0.3781607065682966/,0.0030767989974478604/0.6187624944342555/0.3781607065682966/,1/
1,0.0026829770218847796/0.5421449345363024/0.4551720884418129/,0.0026829770218847796/0.5421449345363024/0.4551720884418129/,1/
1,4.945624969671733e-05/0.08604090340287526/0.913909640347428/,4.945624969671733e-05/0.08604090340287526/0.913909640347428/,2/
1,0.6422846835901972/0.35770896731295526/6.3490968476078885e-06/,0.6422846835901972/0.35770896731295526/6.3490968476078885e-06/,0/
1,0.11160273391457376/0.8883972527294324/1.3355993928151635e-08/,0.11160273391457376/0.8883972527294324/1.3355993928151635e-08/,1/
1,0.014865648801509104/0.9802073395056584/0.0049270116928324505/,0.014865648801509104/0.9802073395056584/0.0049270116928324505/,1/
1,0.7175384694745007/0.2824615297064065/8.190928471160879e-10/,0.7175384694745007/0.2824615297064065/8.190928471160879e-10/,0/
1,0.0691426596564427/0.9308573183846536/2.1958903860818263e-08/,0.0691426596564427/0.9308573183846536/2.1958903860818263e-08/,1/
1,0.7099379921790878/0.2900619760190113/3.1801900844074245e-08/,0.7099379921790878/0.2900619760190113/3.1801900844074245e-08/,0/
