Real_Goal,Cost,Prob,Results
0,0.5214095898515682/0.06278800597396167/0.4158024041744703/,0.5214095898515682/0.06278800597396167/0.4158024041744703/,0/
0,0.4448275301405497/0.001842008185755433/0.5533304616736948/,0.4448275301405497/0.001842008185755433/0.5533304616736948/,2/
0,0.6038898029933935/0.01949061816472426/0.37661957884188224/,0.6038898029933935/0.01949061816472426/0.37661957884188224/,0/
0,0.9510020486476741/0.048945875085735294/5.2076266590541466e-05/,0.9510020486476741/0.048945875085735294/5.2076266590541466e-05/,0/
0,0.9268972845534459/0.07310266598335889/4.946319512783713e-08/,0.9268972845534459/0.07310266598335889/4.946319512783713e-08/,0/
0,0.0024904747153543846/0.0010607000497550238/0.9964488252348905/,0.0024904747153543846/0.0010607000497550238/0.9964488252348905/,2/
0,3.136430364296217e-05/7.980677074186604e-05/0.9998888289256153/,3.136430364296217e-05/7.980677074186604e-05/0.9998888289256153/,2/
0,0.0030568627467314692/0.014014323665198804/0.9829288135880697/,0.0030568627467314692/0.014014323665198804/0.9829288135880697/,2/
0,0.001473666591630904/0.00032197478302009217/0.998204358625349/,0.001473666591630904/0.00032197478302009217/0.998204358625349/,2/
0,0.7460478617009527/0.1494488453417874/0.10450329295725998/,0.7460478617009527/0.1494488453417874/0.10450329295725998/,0/
0,0.0795605354920441/0.03262902440729861/0.8878104401006572/,0.0795605354920441/0.03262902440729861/0.8878104401006572/,2/
0,0.844257389994665/0.0034135012150977545/0.1523291087902372/,0.844257389994665/0.0034135012150977545/0.1523291087902372/,0/
0,0.5049354290640397/0.0011038325583481645/0.4939607383776122/,0.5049354290640397/0.0011038325583481645/0.4939607383776122/,0/
0,0.941696862013268/0.017602398811986157/0.04070073917474579/,0.941696862013268/0.017602398811986157/0.04070073917474579/,0/
0,0.8966446221621839/0.10314909825806849/0.00020627957974764938/,0.8966446221621839/0.10314909825806849/0.00020627957974764938/,0/
0,0.20719696069170784/0.040989456028361966/0.7518135832799302/,0.20719696069170784/0.040989456028361966/0.7518135832799302/,2/
0,0.010639437403806953/0.0005930149297955433/0.9887675476663975/,0.010639437403806953/0.0005930149297955433/0.9887675476663975/,2/
0,0.005788349814379072/0.00025673809694114034/0.9939549120886798/,0.005788349814379072/0.00025673809694114034/0.9939549120886798/,2/
0,0.5709020962207942/0.01484906051880695/0.4142488432603988/,0.5709020962207942/0.01484906051880695/0.4142488432603988/,0/
0,0.9319520557305281/0.06665048582206229/0.0013974584474095834/,0.9319520557305281/0.06665048582206229/0.0013974584474095834/,0/
0,0.032068635062487666/0.016435446455456672/0.9514959184820556/,0.032068635062487666/0.016435446455456672/0.9514959184820556/,2/
0,0.4092829574917219/0.023540016393346512/0.5671770261149316/,0.4092829574917219/0.023540016393346512/0.5671770261149316/,2/
0,0.004190185269827356/3.1508485715866443e-05/0.9957783062444568/,0.004190185269827356/3.1508485715866443e-05/0.9957783062444568/,2/
0,0.048759135597331964/0.0008034059660586279/0.9504374584366094/,0.048759135597331964/0.0008034059660586279/0.9504374584366094/,2/
0,0.722792754712575/0.2643050778980574/0.012902167389367593/,0.722792754712575/0.2643050778980574/0.012902167389367593/,0/
0,0.9042248610268466/0.045626967317538875/0.05014817165561464/,0.9042248610268466/0.045626967317538875/0.05014817165561464/,0/
0,0.8903390397436101/0.03681314269841931/0.07284781755797064/,0.8903390397436101/0.03681314269841931/0.07284781755797064/,0/
0,0.17368817658695138/0.006768778976191098/0.8195430444368574/,0.17368817658695138/0.006768778976191098/0.8195430444368574/,2/
0,0.4892822775446585/0.008482631369062344/0.5022350910862792/,0.4892822775446585/0.008482631369062344/0.5022350910862792/,2/
0,0.9235856083368184/0.07611187627872233/0.0003025153844593242/,0.9235856083368184/0.07611187627872233/0.0003025153844593242/,0/
0,0.031533402734595074/0.004566859587317738/0.9638997376780871/,0.031533402734595074/0.004566859587317738/0.9638997376780871/,2/
0,0.9216762995010819/0.032929785816865335/0.04539391468205279/,0.9216762995010819/0.032929785816865335/0.04539391468205279/,0/
0,0.8522858413425458/0.005440287165425352/0.14227387149202872/,0.8522858413425458/0.005440287165425352/0.14227387149202872/,0/
0,0.9922053926414083/0.0071286139747765934/0.0006659933838151842/,0.9922053926414083/0.0071286139747765934/0.0006659933838151842/,0/
0,0.9746337965746029/0.02529818897253594/6.801445286113981e-05/,0.9746337965746029/0.02529818897253594/6.801445286113981e-05/,0/
0,0.3703344818225329/0.040408490223253345/0.5892570279542138/,0.3703344818225329/0.040408490223253345/0.5892570279542138/,2/
0,0.8772431262950736/0.019388333488933256/0.10336854021599307/,0.8772431262950736/0.019388333488933256/0.10336854021599307/,0/
0,0.9666462564092247/0.01177655143394128/0.021577192156834075/,0.9666462564092247/0.01177655143394128/0.021577192156834075/,0/
0,0.9511519417468332/0.024052910397023636/0.024795147856143205/,0.9511519417468332/0.024052910397023636/0.024795147856143205/,0/
0,0.9342476215546407/0.06568134224854402/7.103619681535964e-05/,0.9342476215546407/0.06568134224854402/7.103619681535964e-05/,0/
0,0.05165952101178574/0.005936160709254709/0.9424043182789597/,0.05165952101178574/0.005936160709254709/0.9424043182789597/,2/
0,0.0008174579928242288/3.332701970766697e-05/0.999149214987468/,0.0008174579928242288/3.332701970766697e-05/0.999149214987468/,2/
0,0.5172091846573411/0.12088638534045633/0.36190443000220257/,0.5172091846573411/0.12088638534045633/0.36190443000220257/,0/
0,0.9386697008183441/0.05126158893069204/0.010068710250963992/,0.9386697008183441/0.05126158893069204/0.010068710250963992/,0/
0,0.8453962821939536/0.15458811144944262/1.5606356603883107e-05/,0.8453962821939536/0.15458811144944262/1.5606356603883107e-05/,0/
0,0.015431924103389606/0.00212428601964573/0.9824437898769647/,0.015431924103389606/0.00212428601964573/0.9824437898769647/,2/
0,0.19418793022892852/0.0362299668903127/0.7695821028807588/,0.19418793022892852/0.0362299668903127/0.7695821028807588/,2/
0,0.003457973961928152/0.0003781500431794549/0.9961638759948924/,0.003457973961928152/0.0003781500431794549/0.9961638759948924/,2/
0,0.012471239492986706/0.001627614779066343/0.985901145727947/,0.012471239492986706/0.001627614779066343/0.985901145727947/,2/
0,0.2901868718092855/0.07370520560196146/0.6361079225887531/,0.2901868718092855/0.07370520560196146/0.6361079225887531/,2/
0,0.1956289757156245/0.012677371924513613/0.7916936523598619/,0.1956289757156245/0.012677371924513613/0.7916936523598619/,2/
0,0.003008307366137271/3.2486568833613845e-05/0.9969592060650292/,0.003008307366137271/3.2486568833613845e-05/0.9969592060650292/,2/
0,0.0007264068667375618/7.391663389120364e-06/0.9992662014698732/,0.0007264068667375618/7.391663389120364e-06/0.9992662014698732/,2/
