Real_Goal,Cost,Prob,Results
0,2.156423468622457e-06/0.011646845453500518/0.988350998123031/,2.156423468622457e-06/0.011646845453500518/0.988350998123031/,2/
0,0.9999999999998932/1.0588554971223879e-13/9.015133358745088e-16/,0.9999999999998932/1.0588554971223879e-13/9.015133358745088e-16/,0/
0,0.0038179135584403183/0.04448694641629639/0.9516951400252632/,0.0038179135584403183/0.04448694641629639/0.9516951400252632/,2/
0,0.005147677762921176/0.06951738646585855/0.9253349357712202/,0.005147677762921176/0.06951738646585855/0.9253349357712202/,2/
0,0.9999999450259535/5.4972375993759496e-08/1.6704582434784563e-12/,0.9999999450259535/5.4972375993759496e-08/1.6704582434784563e-12/,0/
0,9.181974629802404e-09/0.00017357822101689535/0.9998264125970084/,9.181974629802404e-09/0.00017357822101689535/0.9998264125970084/,2/
0,0.0431685471139649/0.23823856008083352/0.7185928928052017/,0.0431685471139649/0.23823856008083352/0.7185928928052017/,2/
0,5.1743245693947266e-05/0.013500271119206436/0.9864479856350997/,5.1743245693947266e-05/0.013500271119206436/0.9864479856350997/,2/
0,0.43858037745285794/0.49718085981763854/0.06423876272950356/,0.43858037745285794/0.49718085981763854/0.06423876272950356/,1/
0,0.907047786035559/0.09179068660227367/0.0011615273621674205/,0.907047786035559/0.09179068660227367/0.0011615273621674205/,0/
0,1.421307658405032e-08/8.818628783627922e-05/0.999911799499087/,1.421307658405032e-08/8.818628783627922e-05/0.999911799499087/,2/
0,0.06297428798455657/0.04002921305352073/0.8969964989619227/,0.06297428798455657/0.04002921305352073/0.8969964989619227/,2/
0,0.22244454785333395/0.07566012155319327/0.7018953305934728/,0.22244454785333395/0.07566012155319327/0.7018953305934728/,2/
0,0.0002744368731189424/0.06291021103537466/0.9368153520915065/,0.0002744368731189424/0.06291021103537466/0.9368153520915065/,2/
0,0.9993642566196527/0.0006353071029707056/4.3627737659599975e-07/,0.9993642566196527/0.0006353071029707056/4.3627737659599975e-07/,0/
0,2.852599954234807e-06/0.004267154810529745/0.9957299925895161/,2.852599954234807e-06/0.004267154810529745/0.9957299925895161/,2/
0,0.004993450640437565/0.08341237628304801/0.9115941730765146/,0.004993450640437565/0.08341237628304801/0.9115941730765146/,2/
0,0.8671212571363665/0.113902075827664/0.018976667035969584/,0.8671212571363665/0.113902075827664/0.018976667035969584/,0/
0,0.8225258945130751/0.16242050779184886/0.015053597695076007/,0.8225258945130751/0.16242050779184886/0.015053597695076007/,0/
0,0.9138487264538169/0.08584767845094761/0.000303595095235447/,0.9138487264538169/0.08584767845094761/0.000303595095235447/,0/
0,1.5729040543694624e-05/0.010443964334974987/0.9895403066244813/,1.5729040543694624e-05/0.010443964334974987/0.9895403066244813/,2/
0,0.9907639958034281/0.003431340291433191/0.005804663905138657/,0.9907639958034281/0.003431340291433191/0.005804663905138657/,0/
0,0.0005553650688747057/0.01521301385942968/0.9842316210716955/,0.0005553650688747057/0.01521301385942968/0.9842316210716955/,2/
0,0.10760187907997901/0.3466616396040293/0.5457364813159917/,0.10760187907997901/0.3466616396040293/0.5457364813159917/,2/
0,0.9153110133533703/0.0808036170560137/0.0038853695906159915/,0.9153110133533703/0.0808036170560137/0.0038853695906159915/,0/
0,0.0001586817495036869/0.02715585198320513/0.9726854662672911/,0.0001586817495036869/0.02715585198320513/0.9726854662672911/,2/
0,0.0006957860563679498/0.06480208360241814/0.9345021303412139/,0.0006957860563679498/0.06480208360241814/0.9345021303412139/,2/
0,4.562272428239705e-05/0.009640461367080138/0.9903139159086376/,4.562272428239705e-05/0.009640461367080138/0.9903139159086376/,2/
0,0.00024045398675319777/0.1006005155673477/0.8991590304458992/,0.00024045398675319777/0.1006005155673477/0.8991590304458992/,2/
0,0.08119056443241202/0.8924343277202459/0.026375107847341973/,0.08119056443241202/0.8924343277202459/0.026375107847341973/,1/
0,0.7170562579381611/0.0055517495075163535/0.27739199255432245/,0.7170562579381611/0.0055517495075163535/0.27739199255432245/,0/
0,0.9998660621505959/2.7282113999867886e-05/0.00010665573540417504/,0.9998660621505959/2.7282113999867886e-05/0.00010665573540417504/,0/
0,1.4122035473474345e-05/0.0025791328067651647/0.9974067451577614/,1.4122035473474345e-05/0.0025791328067651647/0.9974067451577614/,2/
0,0.6130895786559032/0.19528075500188227/0.19162966634221448/,0.6130895786559032/0.19528075500188227/0.19162966634221448/,0/
0,0.972565986796291/0.027200432582754727/0.00023358062095417474/,0.972565986796291/0.027200432582754727/0.00023358062095417474/,0/
0,0.9991322575108924/0.0006908823202554264/0.00017686016885229332/,0.9991322575108924/0.0006908823202554264/0.00017686016885229332/,0/
0,0.995282813702776/0.003686271399532628/0.0010309148976913377/,0.995282813702776/0.003686271399532628/0.0010309148976913377/,0/
0,0.041332950060114566/0.38892135585495363/0.5697456940849318/,0.041332950060114566/0.38892135585495363/0.5697456940849318/,2/
0,0.03195122769052838/0.7853882575676081/0.18266051474186348/,0.03195122769052838/0.7853882575676081/0.18266051474186348/,1/
0,0.9945058248912242/0.005493120167451876/1.0549413238877256e-06/,0.9945058248912242/0.005493120167451876/1.0549413238877256e-06/,0/
0,3.2884419305542813e-07/0.006039855466299411/0.9939598156895075/,3.2884419305542813e-07/0.006039855466299411/0.9939598156895075/,2/
0,8.746771951043285e-05/0.008514218689853992/0.9913983135906357/,8.746771951043285e-05/0.008514218689853992/0.9913983135906357/,2/
